,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,RangeA_L,P_A_F,P_A_V,P_A_L,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V,ENt_A_L
12300,1,121,202,173.5850386,337.76928710000004,18.37850068,1.0430850870000001,-1.077958037,81,980,1039,1011.0644679999999,161.95288090000003,12.72607091,0.356204776,0.027010687000000002,59,148,227,178.894653,224.6638184,14.98878976,0.82517517,79,119963.0571,4289689.137,136541.1159,1928433,65424087,2048211,2.722645375,2.8615626880000002,2.827153816
12301,1,-565,2989,501.4803398,204189.87399999998,451.87373679999996,21.87379261,4.002330829,3554,137,2588,1046.39536,93880.46777,306.3991968,10.56598838,1.4234087780000002,2451,-1198,574,273.3439053999999,50841.81226,225.48129029999998,19.68690098,1772,2519947.722,4842058.098,1118839.412,16094882,70076368,4781881,3.1901963230000003,3.1268304739999997,2.959064919
12302,1,-1646,3919,579.1115232000001,287203.624,535.9138215,34.82391581,4.448955000000001,5565,-401,2823,1051.389312,115239.0095,339.4687166,15.4636116,0.980498586,3224,-1099,564,250.8408983,37927.52246,194.7498972,25.78811458,1663,1115330.482,5141719.7469999995,615293.9695,21463690,70746847,4026954,3.243532412,3.376354908,3.087615725
12303,1,-525,2272,434.6100982,148371.7959,385.19059680000004,12.64950574,2.65530555,2797,176,1990,1045.050268,69819.49121000001,264.2337814,4.261039724,0.078664025,1814,-742,544,254.22686099999999,41957.52515,204.8353611,7.5335955210000005,1286,503116.1894,4541329.589,304553.2036,12088700,69896324,4136403,3.07600834,3.1239044660000004,2.879932592
12304,1,-525,2141,429.5546022,148784.3428,385.7257352,17.82569067,3.930459813,2666,284,1990,1068.798844,65146.453129999994,255.23803230000004,5.259187198,1.0186215859999999,1706,-643,287,226.72171129999998,25997.36304,161.2369779,16.96676904,930,3956748.162,6616681.052999999,873165.9934,11809098,73109182,3289775,2.901659524,2.9951472160000003,2.7413762580000003
12305,1,-919,2909,505.6737307,222712.6052,471.92436389999995,17.83752143,3.522790252,3828,-137,2823,1085.637075,137155.7185,370.3454043,8.696768961,1.307513884,2960,-900,425,268.7488953,51453.95313,226.8346383,7.727788492,1325,2207330.379,5751320.4120000005,1162273.1709999999,16365179,75430903,4622462,3.248363007,3.19904631,2.726100383
12306,1,-1060,1626,402.7915481,140123.7646,374.33108960000004,6.227581164,0.25600847600000004,2686,-764,2176,1054.447034,161142.1384,401.4251343,9.586342775,-2.159135181,2940,-1168,376,253.4223254,44421.1084,210.7631571,21.97917923,1544,582388.8456,6401683.007999999,977101.6286,10383426,71158947,4110264,3.228114518,3.2171080130000003,2.9058810619999997
12307,1,-101,565,231.5038472,6965.027344,83.45673935,6.68792649,0.8148236990000001,666,539,1558,1018.677919,18141.195069999998,134.68925369999997,6.337066152,-0.138970116,1019,-148,297,160.6484419,3648.80835,60.40536689,7.747788301,445,366057.6448,4987245.222,197509.6251,3430018,66413101,1651707,2.763267987,2.6247704919999997,3.19601108
12308,1,171,262,209.39593180000003,217.890625,14.76111869,2.300513787,0.7864579840000001,91,970,1039,1012.827624,252.17749019999997,15.8800973,0.240628733,-0.5455878120000001,69,108,168,143.3099787,178.0273438,13.34268878,-0.35515412399999996,60,181803.3468,4327092.153,91048.07862,2806186,65652467,1314416,2.796864667,2.790555315,3.091884836
12309,1,121,323,229.433133,1280.671875,35.78647615,1.654745076,0.373510192,202,833,1098,1005.255215,2114.130615,45.97967611,2.7276545039999998,-1.275713697,265,39,188,133.9374854,835.5146484,28.90527025,1.5604576380000001,149,233554.3883,4283061.117,97547.76969,3368932,64674435,1148112,2.7396505839999996,2.661616627,2.669180082
12310,1,181,252,216.0576457,240.65625,15.513099300000002,-0.39960574600000004,0.016360252,71,970,1049,1010.372789,216.5388184,14.71525801,0.791924176,-0.247228898,79,108,188,152.2013469,231.9335938,15.22936616,0.584824909,80,189736.1709,4319007.113,88424.91573,2987578,65334603,1482576,3.1032158069999998,3.0198325460000004,2.978427043
12311,1,90,414,217.48530840000004,1323.1188960000002,36.37470133,15.22638998,2.504281162,324,843,1058,1010.309235,1003.464844,31.67751322,13.51499809,-3.1646162280000003,215,19,188,157.3696385,580.0935059,24.08513039,13.99192865,169,212563.0445,4264962.065,106137.8954,3027191,65326384,1584973,3.2309202889999997,2.772799607,2.9557883819999997
12312,1,151,232,204.4396305,230.546875,15.18377012,0.928543415,-0.28155564899999996,81,980,1039,1009.2885880000001,172.50561519999997,13.134139300000001,-0.31403670300000003,-0.138789487,59,108,178,148.513257,198.41308590000003,14.085918,0.332452748,70,185254.5056,4277100.12,86291.93489,2674916,65194461,1411596,3.086333306,2.991570851,2.9789590460000004
12313,1,191,262,226.2571477,391.36303710000004,19.78289759,-0.9650516840000001,0.222711255,71,980,1039,1007.7343089999999,157.31933590000003,12.5427005,-0.00315864,-0.269566595,59,99,188,151.2981845,377.07592769999997,19.41844298,-0.241876545,89,180840.2435,4282919.915,118872.6099,3276307,64993820,1465033,2.428437026,2.7674515239999997,2.575654707
12314,1,151,414,236.0694085,1330.491943,36.47590908,10.48399663,2.487679736,263,852,1107,1006.650409,1340.4841310000002,36.61262256,8.444428535,-1.9432364080000002,255,49,198,137.8899017,746.4130859,27.320561600000005,0.859950015,149,248199.7306,4259506.748,74519.789,3566641,64854083,1216872,3.129039171,2.585738923,2.739889563
12315,1,111,434,227.7574436,1522.3005369999998,39.01666999,11.685372000000001,1.8841513559999998,323,696,1107,1010.831225,2910.331787,53.94749102,15.69847234,-2.837878363,411,39,227,139.33811169999998,948.8474120999999,30.8033669,1.783019695,188,244873.1309,4186461.6960000005,86854.39761,3319901,65393905,1242567,3.1969119060000004,3.008042544,2.6666166980000003
12316,1,-272,636,259.3195423,10423.98438,102.0979156,12.71231346,-0.321687348,908,470,1666,1015.014909,22458.87866,149.86286619999998,9.540386515,0.214516727,1196,-356,356,164.7760791,6746.819336,82.13902444,20.09801947,712,446141.3589,5073201.428,106217.6493,4303784,65936337,1737674,2.9249222360000005,2.693601918,3.292501345
12317,1,131,505,253.8682298,4966.441162,70.47298179,3.119741869,1.704853631,374,617,1245,999.5653664999999,12926.75952,113.6959081,1.6644959540000002,-1.037348917,628,-158,257,161.0673869,4594.753662,67.78461228,5.310380639,415,455294.7181,3835683.7610000004,79059.86705,4124741,63944379,1660333,2.83953989,2.550472836,3.053251747
12318,1,-292,2828,412.4970644,119507.7322,345.6989039,47.41037831,6.540339563,3120,343,2156,1035.090168,41250.092769999996,203.1011885,15.45580873,1.773804201,1813,-633,415,195.626238,18335.71484,135.4094341,19.73527711,1048,892485.3522,4428266.712,288669.1969,10889845,68570346,2449256,3.379774605,3.172860555,2.9996993030000003
12319,1,151,363,230.2681182,2243.600586,47.36666112,0.414336524,0.748726742,212,823,1176,1020.5692960000001,4346.746094,65.92985738,0.67098319,-0.194152575,353,59,257,141.02664860000002,2303.269287,47.992387799999996,-0.6258703489999999,198,289806.0155,4200002.365,171924.9391,3393498,66659948,1272865,2.909050335,2.694293239,2.517098955
12320,1,-424,3242,469.6322364,168584.6865,410.5906557,42.63327514,5.999704801,3666,0,2715,1038.736447,97573.60059,312.36773289999996,15.06765737,1.550976926,2715,-544,366,178.8883643,16034.35522,126.6268345,12.35848825,910,2629820.567,3960597.349,627544.1567,14115484,69054298,2048067,3.376525739,3.230096979,2.8861001739999996
12321,1,-1666,4010,595.0528337999999,295357.3818,543.4679216,35.49966615,4.504817475,5676,-68,2803,1040.507561,99614.71851,315.61799460000003,16.59847652,2.17240495,2871,-693,376,187.66222150000002,16392.41187,128.03285459999998,25.71996035,1069,1391394.563,4339502.571,323369.9805,22661624,69289983,2253895,3.3064766480000003,3.340924036,3.0915614789999997
12322,1,161,353,228.4774332,998.7333983999999,31.60274353,3.790578379,1.369571331,192,862,1078,1004.017648,1290.046875,35.91722254,2.803406685,-1.203891632,216,49,168,136.34520759999998,545.970459,23.36601076,2.476878295,119,198530.3223,4377288.504,95780.21173,3340924,64515292,1189761,2.879612732,2.673190992,2.996702144
12323,1,-676,3272,642.1433227000001,337383.3181,580.8470695,19.48398373,4.213451705,3948,147,2294,1065.043676,79717.40234,282.3427037,11.72465207,2.064162245,2147,-1039,485,292.1006087,71505.4978,267.4051193,11.00020902,1524,339454.7442,4305746.016,123445.6837,26390275,72596354,5460657,3.041316775,2.9917092419999998,2.705428702
12324,1,-676,2020,496.45724580000007,176716.0349,420.37606370000003,6.802148947,1.678252581,2696,-49,1568,1051.827242,109619.1052,331.0877606,1.773776346,-1.2209447409999998,1617,-940,940,283.8325871,68184.375,261.1213798,5.745558138,1880,610813.0943,7216072.78,958001.1243,15774067,70805795,5155900,3.040416201,2.258517581,2.7561152410000003
12325,1,-40,909,299.6850691,19826.09155,140.80515459999998,5.229333128,1.6254137659999999,949,245,1539,1035.145982,61345.16577000001,247.6795627,1.0061504940000001,-0.709343913,1294,-198,623,157.1084418,12917.592770000001,113.65558840000001,5.566291507000001,821,827575.128,7028923.036,389227.9758,5747913,68577741,1579716,2.7651521089999997,2.250364001,3.1888142889999997
12326,1,-585,2696,468.71426529999997,130030.2461,360.59706889999995,28.63645771,4.583135456,3281,421,2107,1055.3790490000001,52924.9375,230.0542056,6.336881564,1.295897462,1686,-762,831,208.3830607,35607.83496,188.7003841,8.498902121,1593,2156808.764,5397643.253,456392.7833,14060356,71284796,2779104,3.272221314,3.044158711,2.9974411880000003
12327,1,-151,898,304.3549275,23174.96655,152.2332636,4.409103378,1.3681038369999998,1049,382,1519,1007.0053839999999,40199.256839999995,200.4975233,1.143981162,-0.85571183,1137,-475,683,222.9866518,42189.349369999996,205.400461,2.401620748,1158,738052.6306,6385777.942000001,1811199.6130000001,5928443,64899830,3182275,3.027034252,1.928285679,2.556855629
12328,1,242,292,265.84288119999997,132.39746090000003,11.50640956,-0.42124261,0.006926164,50,980,1019,1002.7247960000001,106.126709,10.30178184,-0.9957898409999999,0.02539978,39,29,79,56.75385449,151.14746090000003,12.29420436,-0.198581676,50,314900.2922,4178292.1139999996,12665.63984,4523036,64349249,206144,3.107471859,2.835197758,3.0485698689999996
12329,1,202,444,267.7843115,1929.913086,43.93077607,7.248164892999999,2.504274099,242,794,1127,1001.852308,4176.741943,64.62771807,3.0641638589999998,-1.650987989,333,-138,79,57.59584403,1996.413086,44.68123863,5.48092662,217,301408.1166,4235946.105,23994.674740000002,4589340,64237315,212306,2.394044351,1.866993075,2.268677247
12330,1,232,303,262.68151459999996,185.532959,13.62104838,0.546964575,0.48986788299999995,71,970,1049,1008.4992179999999,219.01928709999999,14.79930022,0.547741142,-0.441606915,79,-19,59,31.26974376,337.86499019999997,18.38110416,-0.460440577,78,320403.6395,4148981.912,4229.918335,4416101,65092523,62579,2.924610685,2.910145883,2.214084084
12331,1,212,383,286.3987332,594.2614746,24.37747884,4.654868368,0.9457017590000001,171,843,1088,991.3403174,2098.670898,45.81125297,2.320931864,-1.041876872,245,-89,59,27.17305651,602.5068359,24.54601467,4.392468361000001,148,400997.0201,3912530.922,14880.160780000002,5249551,62896360,47256,2.787212655,2.143634181,2.8747299230000003
12332,1,232,343,274.8813949,415.265625,20.37806725,1.7503784430000002,0.976763895,111,882,1068,1002.722583,1041.474365,32.27188196,3.0889346210000004,-1.116610987,186,-9,89,52.30036448,533.6657715,23.10120714,-0.132028743,98,307121.7558,4307067.364,11242.2301,4835826,64348965,175061,2.861922748,2.175988937,2.5545077469999997
12333,1,242,313,276.69946469999996,213.9960938,14.62860532,0.147962743,0.007757841,71,950,1039,1001.2584820000001,235.99584959999999,15.36215641,1.356797029,-0.666068081,89,-9,59,26.10764974,188.63061519999997,13.73428612,0.318874272,68,328935.5076,4149175.414,5775.478287,4900006,64161187,43623,2.783719531,2.657998865,3.150608877
12334,1,242,292,268.4334182,98.4375,9.921567416,0.288737717,-0.44395827,50,970,1029,1001.562716,125.625,11.20825589,0.8995470409999999,-0.493372992,59,-19,49,27.35730021,211.48608399999998,14.54256112,-0.30822043,68,296618.8391,4224145.175,3646.615549,4611616,64200184,47899,3.113683528,3.2390490260000004,3.01841665
12335,1,-1575,2707,493.9478243,170704.2712,413.16373419999996,22.46425155,1.739943073,4282,254,2235,1020.764167,45050.84155,212.2518352,17.93636577,2.1208795719999998,1981,-1366,376,211.3853856,42037.96484,205.0316191,33.11200607,1742,476312.3867,4530000.103999999,256944.9817,15615005,66685407,2859762,3.275251698,3.370210293,3.140176798
12336,1,-1090,2242,553.1392795,233400.1719,483.115071,7.718555482,1.74880934,3332,274,1754,1049.789912,67165.92749,259.16390079999996,2.0135541569999997,-0.38672991100000004,1480,-1326,564,289.87200839999997,73717.18652,271.50909110000003,15.54980484,1890,7166632.783,7621176.357000001,2910420.963,19581636,70531767,5377650,3.095188823,2.748814257,2.811909927
12337,1,-1292,3121,651.8769415,323431.613,568.7104826000001,10.0727067,2.081111516,4413,274,2264,1033.324474,85182.90625,291.8611078,5.091306382,0.5790545579999999,1990,-405,346,148.49058259999998,16146.89233,127.0704227,3.684232363,751,3977364.8680000002,5330291.527,417492.6628,27196387,68336606,1411165,3.151670997,3.112440442,2.982949446
12338,1,161,424,250.3900395,1446.6560060000002,38.03493139,7.554885141000001,1.7974379969999998,263,794,1215,1009.323265,4023.5017090000006,63.43107842,4.099293858,-0.571919384,421,-29,158,90.29690609,912.5849608999999,30.20902118,3.1431456989999997,187,300290.6718,4498317.265,77532.24951000001,4012491,65198941,521826,2.748902319,2.027809276,2.76462684
12339,1,222,272,237.5952441,134.2773438,11.58781014,-0.057347174,0.556737085,50,980,1039,1008.3244300000001,150.09375,12.25127544,-0.179811754,-0.133894713,59,69,128,98.87413084,196.578125,14.02063212,-0.45803769899999996,59,233977.0943,4279815.558999999,31126.0813,3612896,65069962,625670,3.03122497,2.7943632789999997,2.929339235
12340,1,161,252,215.74829810000003,261.8395996,16.18145851,1.218087398,-0.771490305,91,970,1049,1011.9018679999999,212.47436519999997,14.57650045,1.171570864,0.353855706,79,99,168,125.5145659,230.30371090000003,15.17576064,-0.036527252999999996,69,198003.6596,4201405.365,60514.1109,2979029,65532505,1008250,2.8318281460000003,3.154949217,3.039214421
12341,1,161,272,227.3237642,303.0380859,17.40798914,2.208474078,-0.684645898,111,980,1049,1009.7502939999999,189.91308590000003,13.78089569,0.49578396,0.533226135,69,79,138,109.36921409999998,216.484375,14.713408,-0.598955283,59,195787.9122,4245924.688,51433.67185,3307270,65254122,765544,3.158544927,2.979981625,3.0545949460000004
12342,1,131,272,219.1461057,357.845459,18.91680361,6.316399078,-1.385266502,141,980,1058,1012.037001,233.00952149999998,15.26464941,0.15663164699999998,0.47229915100000003,78,89,158,129.0314884,249.1210938,15.78357037,-0.28342536399999996,69,228555.9062,4185518.1539999996,54059.8228,3073601,65550009,1065544,2.978659275,2.767943587,2.878379551
12343,1,-545,2292,439.4320375,161633.0818,402.03616969999996,11.20271813,2.30438632,2837,-245,2372,1058.8570339999999,123302.0898,351.14397310000004,6.414183187999999,0.751276556,2617,-1099,415,235.2019412,39432.13843,198.57527140000002,21.700905399999996,1514,4593241.708000001,6445871.4860000005,1172187.369,12358433,71755406,3540477,2.889515092,3.082088094,2.967811704
12344,1,-858,2484,586.1234005,267321.5095,517.0314396000001,7.111851006,1.949771839,3342,-225,2431,1065.179108,100508.21,317.0302982,7.983191107000001,0.545789714,2656,-1306,435,263.3089025,62388.001710000004,249.77590299999997,14.92021406,1741,6064795.206,6594638.651000001,1564345.104,21986601,72614818,4437221,3.091124895,3.0744800289999996,3.018385752
12345,1,20,474,249.7767441,5050.622803,71.06773391,2.097108189,0.638162074,454,627,1372,1021.851758,16460.27319,128.29759620000002,1.493872826,-0.483272008,745,-89,316,118.3271419,5771.420897999999,75.96986836,1.565839061,405,348699.9786,5421901.022000001,171327.0433,3992859,66827585,896084,2.68096096,2.273001975,2.519415103
12346,1,191,292,223.21248280000003,428.75,20.70627924,2.265283917,1.299332266,101,931,1068,1014.3846189999999,590.0224609,24.29037795,2.733427898,-1.203526833,137,29,138,98.15453377,364.2333984,19.08489975,1.6547841669999999,109,211340.348,4327267.944,49889.96799,3188724,65854474,616596,2.9505115460000004,2.835178845,2.97029008
12347,1,191,323,227.03427599999998,383.7773438,19.59023593,7.606730529,1.769999686,132,911,1078,1012.480231,782.4599609,27.97248578,2.7365726510000004,-1.018046899,167,-9,148,94.60964208,524.3181152,22.89799369,7.1045276170000005,157,223765.6779,4258675.209,45708.17461,3298852,65607438,572863,2.992753048,2.277339105,2.7754501680000003
12348,1,151,787,342.03163689999997,9923.755615,99.61804864,5.131110493,1.3892995559999999,636,460,1205,982.5959956,23472.9939,153.2089876,3.338683063,-1.562267061,745,-247,217,95.22530848,8996.404053,94.84937561,0.433125211,464,934236.0531,4292676.473999999,272742.554,7487081,61791673,580343,2.5265135919999997,2.1086776919999997,2.459753421
12349,1,-727,3191,662.9757726,363153.7344,602.6223812000001,9.840122741,2.673803188,3918,186,2686,1088.231528,134359.449,366.5507454,5.369451477999999,1.078415799,2500,-1554,603,410.7141836,161658.9861,402.06838480000005,7.909469985,2157,6274980.477000001,7187553.665,4082308.8439999996,28130360,75791863,10795913,2.971539266,3.0474157689999997,2.8260599560000004
12350,1,-808,3191,607.0548137,310170.6541,556.9296671,19.43916107,4.067529653999999,3999,196,2372,1045.267497,57627.626710000004,240.05754869999998,15.80544404,2.27965228,2176,-1089,465,220.1741853,31580.73413,177.7096906,32.12217592,1554,3697178.307,5088991.868,212312.2803,23584995,69925385,3102507,3.075829658,3.070881673,3.1489433769999997
12351,1,-585,1808,359.5530211,104991.1006,324.0233025,9.529938655,2.157650072,2393,637,1911,1029.451614,29164.964839999997,170.7775303,10.13757107,1.98888297,1274,-1445,495,300.1868689,50448.944339999995,224.6084245,42.02452821,1940,3346340.58,6225271.816000001,414852.5177,8273816,67825320,5767178,2.81006125,2.88789513,3.3408371260000003
12352,1,-353,464,211.8657446,32371.07813,179.9196435,0.9446167209999999,-1.304370101,817,843,1235,1022.109568,6155.897461,78.45952753,0.977618703,-0.373920098,392,-792,643,240.1505387,24605.131840000002,156.8602303,22.30972708,1435,192896.6519,4470597.355,509738.4108,2872774,66861310,3691026,1.8047805780000001,2.328672115,3.138546452
12353,1,-1222,3616,624.0671163,320035.7498,565.7170227000001,19.81214513,3.4834689360000004,4838,127,1823,1039.0505660000001,68564.40601,261.848059,3.401160922,-0.35918302399999996,1696,-445,524,160.7104345,23035.381840000002,151.7741145,4.087062661,969,3673391.272,6047163.157000001,356932.3433,24925425,69096069,1652982,3.1129422260000004,2.8468880889999997,3.0184764260000003
12354,1,-1333,3464,946.0942821000001,813396.6736,901.8850667000002,4.515608739,1.6534569559999999,4797,19,1705,1083.397831,164385.283,405.4445498,0.040518747,-0.6754577540000001,1686,-584,663,263.4510154,63790.80859,252.56842360000002,0.25324742100000003,1247,14436545.77,9138548.053,1019312.069,57286041,75120055,4442012,2.759462702,2.6656762130000002,2.632949673
12355,1,-1232,1414,436.5049398,94920.32715,308.09142660000003,10.34003559,-0.997002218,2646,-49,1490,1024.704363,104445.1162,323.1796965,0.505571832,-0.946261472,1539,-574,841,218.3834071,46924.71484,216.621132,3.2865846960000002,1415,1316905.394,9796499.791000001,1906355.878,12194340,67201218,3052244,3.218396213,2.309081705,2.448824567
12356,1,-353,2616,623.1914207000001,242359.9724,492.3006931,9.141625832999999,2.7655334789999997,2969,-98,1725,1009.0646039999999,140476.6094,374.80209360000003,0.59010416,-0.666646554,1823,-623,247,196.5436497,27386.78027,165.48951709999997,0.5992572939999999,870,1971327.896,7544527.145,627589.4876,24855523,65165528,2472282,2.797052566,1.7405755930000002,2.902833606
12357,1,-1464,3646,727.9832051,355640.2498,596.355808,14.28196296,2.501414568,5110,-137,2156,1043.504574,193009.9685,439.32899800000007,0.733856275,-0.495080952,2293,-514,544,201.52748730000002,33117.5564,181.9822969,2.940630628,1058,4250949.461,12951517.06,1007824.622,33917411,69689715,2599253,3.228795593,2.246640714,2.778044468
12358,1,-2606,4131,1045.3174080000001,970723.8357,985.2531835000001,5.981665541,1.581008311,6737,-637,3225,1206.415695,441547.1658,664.4901547999999,1.82205644,0.216786555,3862,-1039,702,269.3008889,71896.40527,268.1350504,5.169050905,1741,21344302.08,20568552.95,1626580.879,69932063,93148085,4641470,2.907955266,2.7558389830000003,2.994104262
12359,1,-1717,5101,719.3824717,460083.5115,678.294561,39.34769563,5.385070951,6818,19,2823,1083.086223,122546.8572,350.0669323999999,9.696100815,1.793099126,2804,-1564,1742,343.6063791,102712.585,320.4880418,19.45941842,3306,6186306.929,7232933.493,1073452.52,33120713,75076849,7556182,3.289408962,3.158757043,3.301665547
12360,1,-2818,4959,970.882725,861717.4626,928.2873814999999,10.91724582,1.977704821,7777,-1401,4156,1154.759972,348724.4756,590.5289795,14.53469516,1.431470227,5557,-673,871,300.7523898,77858.95215,279.0321705,1.379516407,1544,11097301.36,6787801.856000001,1294844.668,60327249,85342118,5788928,3.2107276989999995,3.271042347,2.873733737
12361,1,0,616,319.8256849,9872.46875,99.36029765,1.4861821709999998,0.524350774,616,519,1264,998.8344457000001,28676.10938,169.3402178,0.507561898,-1.024828481,745,-178,178,75.13529464,5081.25,71.28288715,0.38608296799999997,356,499669.0018,5941122.352999999,202723.1571,6546462,63850896,361300,2.707542713,1.859003565,2.6579773209999997
12362,1,141,565,323.25565539999997,8723.311523,93.39866982,0.149310564,0.729252769,424,568,1411,1007.1309960000001,34089.08984,184.63230990000002,-0.069772056,-0.6677661189999999,843,-148,168,60.01028558,3116.5466309999997,55.826039,0.558425567,316,689499.4263,5544049.54,32051.69493,6687630,64916022,230479,2.341047229,2.213954583,2.870394413
12363,1,-1373,2505,451.0565548,148688.7029,385.6017413,21.05974803,1.94082105,3878,107,2294,1068.7348980000002,95345.56934,308.7807788,6.606586196,1.2193221220000001,2187,-1049,237,169.5342425,27544.050539999997,165.96400369999998,25.86170815,1286,681236.6072,7050036.279,276312.47,13020929,73100434,1839479,3.119841142,2.936336786,3.233842853
12364,1,-2404,5111,763.227573,530951.8533,728.6644312000001,31.43695086,3.848632523,7515,-1578,4176,1152.674634,295450.0928,543.5532106,23.007526300000002,1.3638155859999999,5754,-415,2564,361.8496753,115466.0469,339.802953,38.78547127,2979,1883117.9230000002,3767890.6569999997,1259158.107,37281045,85034164,8379852,3.2737712660000002,3.2783641539999997,3.34449211
12365,1,-1606,5111,762.545306,527940.9531,726.5954536,30.07104064,4.270980107,6717,-774,2676,1038.983285,136007.9392,368.79254219999996,12.92137265,-0.028177202999999998,3450,-396,2485,366.7488071,106186.1084,325.8621003,37.22269767,2881,6453716.286,2879307.434,1876689.062,37214422,69087121,8608300,3.34783467,3.23099143,3.3438762110000004
12366,1,-1323,5010,775.6362006,522272.4705,722.6842121000001,26.80539297,4.366339394,6333,-196,2107,1042.7624970000002,89165.30371000001,298.60559889999996,5.943967628999999,-0.19695982,2303,-554,1287,272.6570075,58934.828129999994,242.7649648,7.923862486,1841,13665782.82,6347517.279,1942344.231,38503137,69590632,4757878,3.336640956,3.1537151939999997,3.04490367
12367,1,-868,969,379.02422,103415.23800000001,321.582397,1.92559381,0.025019082999999998,1837,647,1441,1081.115859,32055.714839999997,179.0410982,0.15188850199999998,-0.419020264,794,-247,871,305.7677325,60698.95996,246.3715892,0.788776705,1118,3495345.213,7140373.016,2659248.4680000003,9194199,74803936,5983610,2.475078302,1.720972729,2.211611422
12368,1,-666,989,278.4457981,38389.913089999995,195.93344040000002,8.318343465,-0.327957151,1655,588,1921,1089.686609,58842.663089999995,242.57506690000002,3.1925749569999997,1.4899852919999999,1333,-1485,722,364.1653771,102149.8103,319.6088395,13.70494782,2207,407288.1034,5216959.233,3614203.749,4962052,75994682,8487451,2.9965804769999997,2.831562985,2.9351965460000002
12369,1,-1696,1434,439.29168839999994,129630.5898,360.0424834,13.52405441,-2.477201973,3130,-107,2372,1048.5185529999999,127380.0225,356.90337969999996,4.449334683,-0.239560821,2479,-425,455,153.440695,21841.195069999998,147.7876689,2.668705016,880,1319353.6770000001,9270827.326,363057.04,12350540,70361034,1506819,3.156938256,2.5578568390000003,2.681521519
12370,1,-1282,4060,598.2199767999999,288030.8201,536.6850287,37.20061211,5.162409884,5342,29,1813,1053.757458,81638.32715,285.7242152,2.051087309,-0.268719892,1784,-811,920,211.80924500000003,34605.26465,186.0249033,13.15340637,1731,4191344.561,7386899.54,583898.7121,22903497,71065906,2871242,3.3032358939999997,2.9611173689999997,3.360065713
12371,1,-2666,3505,689.8530641,438030.5225,661.8387435,14.88330295,1.48534002,6171,-2833,4784,1282.153681,603263.0469,776.700101,16.33437239,0.263057525,7617,-2544,415,371.17269819999996,132809.9314,364.4309693,38.51390365,2959,2127003.251,7122735.954,1917157.2869999998,30457424,105210756,8817227,3.135298685,3.3094224569999997,3.3149359169999997
12372,1,-4575,5121,908.6380433,816633.6836,903.6778649,23.15132979,0.490687899,9696,-4774,4588,1293.858758,826146.0486,908.9257662999999,25.27929958,-2.83066755,9362,-1000,4683,658.0615948,388813.7148,623.5492882,38.72190162,5683,1241207.785,2537223.126,6825098.2639999995,52839878,107140511,27714884,3.263913155,3.263286593,3.380430403
12373,1,-3323,5131,1237.3903990000001,1417502.804,1190.589267,9.353543688,2.049529196,8454,-3392,4774,1551.436784,1309634.374,1144.3925789999998,7.551988005,0.12478676300000001,8166,-1356,663,343.3780715,108505.5615,329.4018238,8.393985531,2019,2846724.347,6878460.86,1231086.865,97992640,154045190,7546144,3.178826555,3.104850283,3.101949877
12374,1,-1232,2676,530.7126547,218615.697,467.5635754,14.09263333,2.739402488,3908,411,1529,1035.358551,46969.27515,216.7239607,1.4032216830000002,-0.7741727740000001,1118,-247,801,189.9525023,24019.736080000002,154.9830187,5.548125255,1048,4721185.673,6977490.955,587286.3019,18025979,68605909,2309245,3.320177917,2.731250653,3.0708928789999996
12375,1,-2575,3070,757.4568882,526257.8037,725.4362851,10.6685769,-0.06932079299999999,5645,313,2392,1055.3157410000001,100271.5898,316.65689610000004,4.568902796000001,0.765409656,2079,-1089,613,264.19754680000005,61456.663089999995,247.9045443,8.421389568,1702,4770813.473999999,7997192.274,1998491.6830000002,36719420,71276244,4467222,2.8690360389999996,2.7942161739999998,2.6149622569999997
12376,1,-2525,4979,1009.963056,941974.9844,970.5539574999999,11.25955912,2.595340145,7504,-666,3166,1172.626659,315311.7148,561.526237,6.420147813,1.570930173,3832,-1930,475,412.1320518,167577.24,409.36199139999997,14.68701677,2405,9519152.636,9918158.142,4539786.108,65281624,88003410,10870581,3.140381386,3.1160492719999997,2.9775814169999997
12377,1,-1353,5090,707.4274146,468518.74,684.4842876,38.88200729,5.537125543999999,6443,-1333,2882,1121.521567,239666.5615,489.55751610000004,9.309631083,-0.76756444,4215,-1386,960,286.36850710000004,60255.28101,245.46951140000002,23.29860288,2346,3473942.9689999996,5900151.179,405857.1588,32029027,80499880,5248443,3.332134257,3.205506017,2.9112191839999997
12378,1,-5000,5151,1215.049555,1410705.381,1187.73119,11.83720387,0.8057736109999999,10151,-4911,4745,1501.247252,1270980.882,1127.377879,12.75791933,-1.22487962,9656,-2871,1801,593.9080842,332819.3662,576.9049888999999,12.60082874,4672,11432058.16,10066154.0,2493017.629,94486107,144239572,22574516,3.1518707989999997,3.098515261,3.174119101
