,0,RMS_A_F,Variance_A_F,RangeA_F,Minimum_A_F,STD_A_F,RMS_A_V,Variance_A_V,RangeA_V,EN_A_F,EN_A_V,EN_A_L
12172,1,141.36682119999998,7653.169678,666,-202,87.48239639,1024.452659,1119.241211,304,1279013,67168208,1710972
12173,1,152.022819,16968.29688,858,-505,130.2624154,1026.554599,625.28125,127,1479100,67444118,1424905
12174,1,103.4315897,921.828125,171,-10,30.36162257,1026.276423,214.57983399999998,78,684678,67407571,1566498
12175,1,103.2952383,1780.952148,251,-70,42.20132875,1022.49404,243.421875,68,682874,66911620,1767966
12176,1,113.54679650000001,779.1210937999999,131,50,27.91274071,1026.044772,220.1210938,78,825144,67377144,1680776
12177,1,430.40576789999994,147053.3086,3424,-515,383.4753038,1072.7099150000001,100209.6836,2715,11855944,73645220,10692653
12178,1,204.0470611,2561.032959,333,131,50.60664936,1003.294799,11999.39624,795,2664653,64422429,3515765
12179,1,221.6246827,17910.069340000002,1181,-747,133.8285072,1020.101695,7208.152344,676,3143520,66598878,2007257
12180,1,397.4400309,117927.32199999999,3303,-1303,343.4054776,1031.364789,51520.13452,1726,10109349,68077653,4310019
12181,1,224.40417639999998,5088.023193,465,40,71.33038058,1014.2030890000001,12354.89746,824,3222863,65830906,1440029
12182,1,230.87882369999997,6905.178711,554,-60,83.09740496,1012.5562789999999,18885.05859,951,3411522,65617294,1883014
12183,1,345.08846239999997,91804.29858,2747,-1121,302.9922418,1051.6985220000001,82621.41309,2744,7621507,70788466,4168513
12184,1,180.2193108,13692.87109,777,-323,117.01654199999999,1015.546058,1013.638428,196,2078656,66005363,2451117
12185,1,123.89864809999999,7290.202148,635,-272,85.38268061,1021.905481,828.5625,206,982456,66834612,2648400
12186,1,105.620562,1579.24585,262,-40,39.73972634,1020.7145320000001,182.765625,68,713965,66678922,2293738
12187,1,132.2261321,5684.359375,423,-30,75.39469063,1021.0447539999999,1845.49585,313,1118960,66722073,2209341
12188,1,274.8840096,48634.45996,1776,-979,220.53221980000004,1022.442893,23773.90625,1078,4835918,66904926,7920989
12189,1,305.94528210000004,75127.75952,1312,-535,274.0944354,1038.58329,15887.55371,755,5990561,69033936,2314851
12190,1,532.6447866999999,228161.8711,3776,-878,477.6629262,1051.023177,111450.6162,1696,18157470,70697582,3206011
12191,1,626.1671477000001,293145.5603,3170,-393,541.4291831,1090.523555,249856.6396,1999,25093459,76111464,4914305
12192,1,798.6932099999999,548547.2148,4888,-1131,740.6397335,1157.521956,319725.5154,2931,40826294,85750853,6317364
12193,1,690.8657951,291089.8123,3564,-595,539.5273971,1096.264916,360305.8767,2097,30546915,76914993,3336012
12194,1,702.674767,415971.8474,4261,-1090,644.9587951000001,1118.6949220000001,251384.5759,2470,31600117,80094613,5557517
12195,1,479.4765538,116549.8142,2110,-343,341.39392819999995,1043.910025,209464.3982,2038,14713457,69743881,4870197
12196,1,589.459856,212188.3806,3262,-616,460.63910020000003,1091.23309,203995.7656,2078,22237627,76210538,2651260
12197,1,702.8866818,419486.5586,4251,-1191,647.6778201000001,1085.7385160000001,141167.5693,2147,31619180,75445000,4305906
12198,1,408.2628022,41462.05835,899,30,203.6223425,1033.294368,154418.3818,1549,10667425,68332624,2030682
12199,1,660.0344096,302272.0994,4848,-1242,549.7927786,1019.4932560000001,146636.7881,1833,27881307,66519456,1357410
12200,1,471.3113853,117835.7009,2686,-383,343.27205089999995,1063.8048529999999,155011.8201,1842,14216603,72427569,2588680
12201,1,378.4142902,75532.35938,1434,-313,274.83151089999996,1028.1887060000001,165770.4958,1823,9164632,67659009,1083893
12202,1,530.1426842,256563.90600000002,3433,-1838,506.52137760000005,1189.380833,292516.8962,4862,17987281,90536113,8356660
12203,1,638.7888687000001,356805.5781,6261,-2383,597.3320501000001,1045.109549,96312.34277,2500,26115278,69904254,3943125
12204,1,331.6086973,71701.30054,1938,-373,267.7709852,1028.8570109999998,20695.1875,804,7037717,67746992,3576540
12205,1,415.0574885,124735.0928,2787,-585,353.1785565,1030.5659699999999,64314.953129999994,2019,11025454,67972238,5510157
12206,1,569.686468,279803.8123,5363,-2545,528.9648497,1043.7559880000001,91363.12402,2225,20770731,69723300,7651263
12207,1,361.419986,84640.96484,2827,-878,290.93120289999996,1029.6588789999998,36306.39063,1215,8359962,67852634,2224628
12208,1,240.8980918,12122.13257,869,40,110.10055659999999,1010.9000710000001,8279.005615,706,3714041,65402813,1284701
12209,1,210.2741886,8073.659912,545,-10,89.85354702,1018.553348,3193.7028809999997,393,2829775,66396859,2692854
12210,1,405.0126541,120576.0303,2090,-424,347.2405942,1042.424945,39193.46655,1157,10498256,69545585,4264776
12211,1,583.6229653,304212.3181,4272,-1050,551.5544562000001,1012.548533,152139.4912,1804,21799409,65616290,3679010
12212,1,1350.0986189999999,1634518.7659999998,6696,-2363,1278.482994,1176.087867,290994.3845,2960,116657042,88523691,5748650
12213,1,621.8671607999999,306053.8904,4272,-959,553.2213756,1054.623659,115353.6211,1735,24750001,71182788,1727352
12214,1,367.7495751,33817.405269999996,979,0,183.8950931,1064.9954300000002,131306.9041,1714,8655344,72589777,2057781
12215,1,383.5990338,70626.82813,1454,-353,265.75708480000003,1043.118993,168206.4412,1794,9417486,69638223,3178263
12216,1,876.9826644999999,698823.8975,5837,-1575,835.9568754,1217.829159,456907.2029,5832,49222310,94918903,9869152
12217,1,841.2535011,663482.6775,8333,-3212,814.5444600999999,1208.593268,435351.585,6862,45293277,93484652,4336901
12218,1,310.2899853,29586.8125,827,-131,172.0081757,1034.560248,87738.34375,1421,6161912,68500154,1464839
12219,1,318.6160503,57795.99121,1656,-444,240.40796830000002,1023.4311769999999,14075.59277,755,6497036,67034328,2334278
12220,1,404.6620117,128536.4756,2878,-2020,358.51983989999997,1091.9559359999998,108003.5017,2078,10480086,76311537,36675763
12221,1,193.3714043,15032.90527,736,-393,122.60874879999999,1011.5177869999999,636.4743652000001,128,2393120,65482767,2443236
12222,1,175.32768430000002,14455.64429,818,-414,120.23162759999998,1020.879018,709.9365234,157,1967347,66700414,2501905
12223,1,180.1810288,15398.23022,757,-353,124.08960559999998,1019.477708,1196.6911619999998,196,2077773,66517427,2092916
12224,1,189.99457230000002,19092.14746,1120,-525,138.1743372,1022.4107539999999,1031.366211,236,2310268,66900720,2080858
12225,1,144.2604524,1607.1813960000002,192,40,40.08966695,1014.976039,427.08569339999997,98,1331909,65931287,1788216
12226,1,150.9306028,1258.23999,172,70,35.47167871,1017.729658,213.015625,78,1457923,66289514,1694886
12227,1,184.67822519999999,23123.66187,928,-373,152.0646634,1021.3938929999999,55054.16577000001,1186,2182787,66767711,2477018
12228,1,979.2671766000001,876586.2341,4777,-1333,936.2618405999999,1099.781029,233929.9834,2832,61373709,77409172,11281186
12229,1,674.6559308,365254.3506,4808,-1505,604.3627640999999,1055.284966,125807.7849,1989,29130280,71272087,1703181
12230,1,412.61422660000005,77834.5,2151,-323,278.98835099999997,1011.289268,39416.83179,1177,10896032,65453183,3165669
12231,1,296.9116293,66127.46265,1504,-959,257.1526058,1022.204083,2460.1875,304,5642017,66873676,1459038
12232,1,192.8477379,24315.09277,857,-363,155.9329753,1019.365152,1381.0898439999999,216,2380176,66502740,1965101
12233,1,144.8358446,11462.02905,635,-272,107.06086609999998,1023.591868,891.6005858999999,157,1342555,67055380,2256376
12234,1,168.3570425,12175.38184,595,-232,110.34211270000002,1018.946476,1196.105225,284,1814022,66448123,2067098
12235,1,237.68561830000002,29315.8396,1181,-232,171.21868940000002,1093.031593,112728.0273,1852,3615645,76461956,1886742
12236,1,92.21450876,2220.476318,282,-121,47.12193033,1025.7925369999998,311.63647460000004,88,544225,67344021,1775388
12237,1,125.61660420000001,6587.515625,464,-202,81.16351166,1025.54532,829.9020996,138,1009890,67311565,2046261
12238,1,133.7208496,5487.314209,524,-282,74.07640791,1026.8441189999999,642.4365234,147,1144401,67482166,1340467
12239,1,179.70879219999998,15799.05859,948,-555,125.6943061,1023.4529789999999,799.1210937999999,187,2066896,67037184,1335946
12240,1,146.3498591,4175.308594,352,-90,64.61662784,1026.154487,509.3974609,108,1370770,67391554,1244748
12241,1,154.9728807,9870.464844,423,-171,99.35021309999999,1026.935665,541.720459,108,1537062,67494199,1506913
12242,1,217.63207200000002,34030.686519999996,1262,-737,184.47408090000002,1034.025409,18807.75366,1402,3031278,68429347,5264152
12243,1,179.13821480000001,15222.984380000002,585,-222,123.3814588,1028.408677,2510.246094,353,2053792,67687962,3165039
12244,1,188.3158086,17657.27734,706,-373,132.8806884,1023.946623,1554.0273439999999,265,2269622,67101868,1527256
12245,1,115.911065,5295.952147999999,353,-101,72.77329282,1026.152766,377.6240234,98,859864,67391328,1512012
12246,1,122.6292048,8208.448975,645,-292,90.60049103,1025.7192519999999,545.8728027000001,167,962427,67334399,1735791
12247,1,126.81778270000001,8777.842773,403,-151,93.69014235,1023.4923970000001,432.1708984,98,1029296,67042348,1883440
12248,1,99.29218247,2969.9375,261,-70,54.49713295,1025.767548,228.31933590000003,58,630972,67340740,1650137
12249,1,139.74547180000002,7935.564209,564,-272,89.08178382,1028.475016,494.92944339999997,137,1249843,67696695,1344696
12250,1,159.13933559999998,11822.16187,898,-525,108.7297653,1030.79834,1130.15625,294,1620821,68002894,1543696
12251,1,119.91168629999999,5395.327147999999,514,-292,73.45289067,1025.898585,304.84375,118,920244,67357946,1628483
12252,1,198.27112119999998,27389.527339999997,1302,-858,165.4978167,1028.470504,1898.9978030000002,265,2515932,67696101,1874891
12253,1,139.9523356,12878.02246,685,-393,113.481375,1025.561165,1118.6716310000002,177,1253546,67313645,1438617
12254,1,170.8188002,17703.29688,797,-323,133.0537368,1025.064975,2406.191162,353,1867460,67248525,1663942
12255,1,127.59298079999999,6404.578125,464,-212,80.02860817,1023.8694449999999,340.55249019999997,108,1041918,67091753,1654854
12256,1,118.4487627,1954.159912,272,-30,44.20588097,1021.7,185.1755371,59,897927,66807737,1875956
12257,1,137.8002971,2648.892334,251,-70,51.46739098,1019.976562,207.171875,78,1215291,66582540,1847116
12258,1,146.910049,963.3974608999999,172,60,31.03864464,1019.602266,335.9648438,98,1381284,66533682,1623640
12259,1,173.0929122,613.1835937999999,121,101,24.76254417,1017.7426849999999,207.7302246,69,1917514,66291211,1542181
12260,1,188.9479922,13518.96484,625,-363,116.27108340000001,1009.9987779999999,1259.640625,196,2284886,65286242,1782489
12261,1,153.3227804,8007.625,564,-292,89.48533399,1021.4574449999999,296.0898438,117,1504504,66776020,1900683
12262,1,401.8285743,145317.3533,3786,-898,381.2051328,1036.358355,38764.18726,1745,10333837,68738473,2006034
12263,1,655.5953282,396379.1111,3595,-1020,629.5864604,1152.516472,128721.6563,2138,27507535,85010830,6029270
12264,1,288.9632059,67580.39233,2050,-1404,259.9622902,1024.715929,922.6638184000001,167,5343983,67202735,1457009
12265,1,141.3689212,5768.335693,605,-222,75.94956019,1024.286543,618.9216309,157,1279051,67146427,1828068
12266,1,168.1874884,5636.78125,575,-313,75.07850058,1015.044573,375.93334960000004,118,1810370,65940191,1458277
12267,1,197.581945,1910.152344,192,121,43.70528965,1019.2860630000001,678.6071777000001,98,2498472,66492421,1136408
12268,1,287.3940838,53124.126710000004,1302,-777,230.486717,1026.172934,11578.749759999999,834,5286103,67393977,4517618
12269,1,202.7438732,7231.825928,484,-121,85.04014304,1021.84789,1061.970459,177,2630725,66827079,825113
12270,1,535.7480751,262971.9287,4979,-3171,512.8078866999999,1064.461535,96277.11693999999,2912,18369664,72517015,30601816
12271,1,158.9379301,949.6345215,152,80,30.8161406,1020.23725,324.6657715,88,1616721,66616579,1279387
12272,1,221.47209900000001,21426.41187,908,-494,146.3776344,1022.615214,1768.8125,225,3139193,66927480,1830770
12273,1,176.82556730000002,7944.264648,474,-141,89.13060444,1016.640746,667.3085937999999,127,2001106,66147738,1408325
12274,1,144.1694424,3488.468506,312,-60,59.06325851,1024.523899,369.1005859,127,1330229,67177550,879593
12275,1,139.65694580000002,3565.0,343,-121,59.70762095,1023.2066550000001,326.95092769999997,88,1248260,67004919,1507936
12276,1,171.8331767,9605.9646,595,-272,98.01002295,1020.855202,597.5273437999999,157,1889705,66697302,1374826
12277,1,132.53490109999998,4333.311522999999,413,-131,65.8278932,1024.700398,666.765625,128,1124192,67200698,1324488
12278,1,129.1035195,5165.15625,393,-181,71.86902149,1025.5241039999999,498.0458984,127,1066734,67308780,1432310
12279,1,142.448675,5778.905272999999,413,-151,76.01911124,1017.898847,493.8193359,128,1298664,66311556,1625444
12280,1,151.8889911,6473.579834,342,-80,80.45855973,1023.090264,568.2773437999999,137,1476497,66989676,1939917
12281,1,180.23456940000003,13345.50684,837,-464,115.52275459999998,1011.8210529999999,649.59375,176,2079008,65522038,1866984
12282,1,146.26938969999998,4368.562256,433,-171,66.09510009,1018.117733,303.3427734,78,1369263,66340078,1770498
12283,1,142.12582450000002,4908.881836,433,-191,70.06341296,1020.6585039999999,323.53125,88,1292784,66671602,1846236
12284,1,165.5114233,7158.96875,656,-242,84.61068934,1021.700589,537.5273437999999,167,1753218,66807814,1788033
12285,1,134.76617480000002,302.10522460000004,71,90,17.38117443,1020.405235,125.47558590000001,59,1162363,66638518,1536856
12286,1,130.8661649,505.1032715,101,70,22.4745027,1019.1468480000001,140.0720215,59,1096061,66474259,1960566
12287,1,169.2549852,695.5898437999999,192,40,26.3740373,1015.357434,218.15625,68,1833424,65980846,1453530
12288,1,341.858272,100511.0662,1626,-626,317.03480279999997,1034.35426,11015.577879999999,696,7479493,68472879,2573512
12289,1,185.1394745,16512.7334,1171,-515,128.5018809,1014.0391619999999,2011.4509280000002,402,2193704,65809627,2618701
12290,1,170.98876059999998,1159.9648439999999,253,60,34.05825662,1020.682255,659.0114746,127,1871178,66674705,1482796
12291,1,157.088152,9090.725586,716,-171,95.34529661,1026.0098380000002,6678.625,578,1579308,67372556,3660673
12292,1,209.94288659999998,19529.93921,878,-121,139.7495589,1041.438143,19569.40625,922,2820865,69413978,2481737
12293,1,176.70685469999998,5914.491211,515,0,76.90572938,1023.5227769999999,3370.359375,373,1998420,67046328,2114252
12294,1,157.2162126,1755.217773,212,80,41.89531923,1024.902511,1145.038086,206,1581884,67227210,1697496
12295,1,300.6815955,55749.454829999995,2232,-404,236.11322459999997,1028.4815640000002,33788.44702,1706,5786203,67697557,2756771
12296,1,177.4632004,594.1396484,202,50,24.37497997,1013.2044619999999,350.9677734,117,2015564,65701330,1592950
12297,1,199.5917709,1763.109375,212,101,41.98939598,1014.490774,2832.584961,285,2549560,65868258,983166
12298,1,177.98977319999997,522.5935059,111,121,22.86030415,1016.261316,277.046875,78,2027543,66098372,1825836
12299,1,180.6423435,523.4960938,111,121,22.88003701,1009.905186,218.75561519999997,69,2088426,65274143,1771846
12300,1,173.5850386,337.76928710000004,81,121,18.37850068,1011.0644679999999,161.95288090000003,59,1928433,65424087,2048211
12301,1,501.4803398,204189.87399999998,3554,-565,451.87373679999996,1046.39536,93880.46777,2451,16094882,70076368,4781881
12302,1,579.1115232000001,287203.624,5565,-1646,535.9138215,1051.389312,115239.0095,3224,21463690,70746847,4026954
12303,1,434.6100982,148371.7959,2797,-525,385.19059680000004,1045.050268,69819.49121000001,1814,12088700,69896324,4136403
12304,1,429.5546022,148784.3428,2666,-525,385.7257352,1068.798844,65146.453129999994,1706,11809098,73109182,3289775
12305,1,505.6737307,222712.6052,3828,-919,471.92436389999995,1085.637075,137155.7185,2960,16365179,75430903,4622462
12306,1,402.7915481,140123.7646,2686,-1060,374.33108960000004,1054.447034,161142.1384,2940,10383426,71158947,4110264
12307,1,231.5038472,6965.027344,666,-101,83.45673935,1018.677919,18141.195069999998,1019,3430018,66413101,1651707
12308,1,209.39593180000003,217.890625,91,171,14.76111869,1012.827624,252.17749019999997,69,2806186,65652467,1314416
12309,1,229.433133,1280.671875,202,121,35.78647615,1005.255215,2114.130615,265,3368932,64674435,1148112
12310,1,216.0576457,240.65625,71,181,15.513099300000002,1010.372789,216.5388184,79,2987578,65334603,1482576
12311,1,217.48530840000004,1323.1188960000002,324,90,36.37470133,1010.309235,1003.464844,215,3027191,65326384,1584973
12312,1,204.4396305,230.546875,81,151,15.18377012,1009.2885880000001,172.50561519999997,59,2674916,65194461,1411596
12313,1,226.2571477,391.36303710000004,71,191,19.78289759,1007.7343089999999,157.31933590000003,59,3276307,64993820,1465033
12314,1,236.0694085,1330.491943,263,151,36.47590908,1006.650409,1340.4841310000002,255,3566641,64854083,1216872
12315,1,227.7574436,1522.3005369999998,323,111,39.01666999,1010.831225,2910.331787,411,3319901,65393905,1242567
12316,1,259.3195423,10423.98438,908,-272,102.0979156,1015.014909,22458.87866,1196,4303784,65936337,1737674
12317,1,253.8682298,4966.441162,374,131,70.47298179,999.5653664999999,12926.75952,628,4124741,63944379,1660333
12318,1,412.4970644,119507.7322,3120,-292,345.6989039,1035.090168,41250.092769999996,1813,10889845,68570346,2449256
12319,1,230.2681182,2243.600586,212,151,47.36666112,1020.5692960000001,4346.746094,353,3393498,66659948,1272865
12320,1,469.6322364,168584.6865,3666,-424,410.5906557,1038.736447,97573.60059,2715,14115484,69054298,2048067
12321,1,595.0528337999999,295357.3818,5676,-1666,543.4679216,1040.507561,99614.71851,2871,22661624,69289983,2253895
12322,1,228.4774332,998.7333983999999,192,161,31.60274353,1004.017648,1290.046875,216,3340924,64515292,1189761
12323,1,642.1433227000001,337383.3181,3948,-676,580.8470695,1065.043676,79717.40234,2147,26390275,72596354,5460657
12324,1,496.45724580000007,176716.0349,2696,-676,420.37606370000003,1051.827242,109619.1052,1617,15774067,70805795,5155900
12325,1,299.6850691,19826.09155,949,-40,140.80515459999998,1035.145982,61345.16577000001,1294,5747913,68577741,1579716
12326,1,468.71426529999997,130030.2461,3281,-585,360.59706889999995,1055.3790490000001,52924.9375,1686,14060356,71284796,2779104
12327,1,304.3549275,23174.96655,1049,-151,152.2332636,1007.0053839999999,40199.256839999995,1137,5928443,64899830,3182275
12328,1,265.84288119999997,132.39746090000003,50,242,11.50640956,1002.7247960000001,106.126709,39,4523036,64349249,206144
12329,1,267.7843115,1929.913086,242,202,43.93077607,1001.852308,4176.741943,333,4589340,64237315,212306
12330,1,262.68151459999996,185.532959,71,232,13.62104838,1008.4992179999999,219.01928709999999,79,4416101,65092523,62579
12331,1,286.3987332,594.2614746,171,212,24.37747884,991.3403174,2098.670898,245,5249551,62896360,47256
12332,1,274.8813949,415.265625,111,232,20.37806725,1002.722583,1041.474365,186,4835826,64348965,175061
12333,1,276.69946469999996,213.9960938,71,242,14.62860532,1001.2584820000001,235.99584959999999,89,4900006,64161187,43623
12334,1,268.4334182,98.4375,50,242,9.921567416,1001.562716,125.625,59,4611616,64200184,47899
12335,1,493.9478243,170704.2712,4282,-1575,413.16373419999996,1020.764167,45050.84155,1981,15615005,66685407,2859762
12336,1,553.1392795,233400.1719,3332,-1090,483.115071,1049.789912,67165.92749,1480,19581636,70531767,5377650
12337,1,651.8769415,323431.613,4413,-1292,568.7104826000001,1033.324474,85182.90625,1990,27196387,68336606,1411165
12338,1,250.3900395,1446.6560060000002,263,161,38.03493139,1009.323265,4023.5017090000006,421,4012491,65198941,521826
12339,1,237.5952441,134.2773438,50,222,11.58781014,1008.3244300000001,150.09375,59,3612896,65069962,625670
12340,1,215.74829810000003,261.8395996,91,161,16.18145851,1011.9018679999999,212.47436519999997,79,2979029,65532505,1008250
12341,1,227.3237642,303.0380859,111,161,17.40798914,1009.7502939999999,189.91308590000003,69,3307270,65254122,765544
12342,1,219.1461057,357.845459,141,131,18.91680361,1012.037001,233.00952149999998,78,3073601,65550009,1065544
12343,1,439.4320375,161633.0818,2837,-545,402.03616969999996,1058.8570339999999,123302.0898,2617,12358433,71755406,3540477
12344,1,586.1234005,267321.5095,3342,-858,517.0314396000001,1065.179108,100508.21,2656,21986601,72614818,4437221
12345,1,249.7767441,5050.622803,454,20,71.06773391,1021.851758,16460.27319,745,3992859,66827585,896084
12346,1,223.21248280000003,428.75,101,191,20.70627924,1014.3846189999999,590.0224609,137,3188724,65854474,616596
12347,1,227.03427599999998,383.7773438,132,191,19.59023593,1012.480231,782.4599609,167,3298852,65607438,572863
12348,1,342.03163689999997,9923.755615,636,151,99.61804864,982.5959956,23472.9939,745,7487081,61791673,580343
12349,1,662.9757726,363153.7344,3918,-727,602.6223812000001,1088.231528,134359.449,2500,28130360,75791863,10795913
12350,1,607.0548137,310170.6541,3999,-808,556.9296671,1045.267497,57627.626710000004,2176,23584995,69925385,3102507
12351,1,359.5530211,104991.1006,2393,-585,324.0233025,1029.451614,29164.964839999997,1274,8273816,67825320,5767178
12352,1,211.8657446,32371.07813,817,-353,179.9196435,1022.109568,6155.897461,392,2872774,66861310,3691026
12353,1,624.0671163,320035.7498,4838,-1222,565.7170227000001,1039.0505660000001,68564.40601,1696,24925425,69096069,1652982
12354,1,946.0942821000001,813396.6736,4797,-1333,901.8850667000002,1083.397831,164385.283,1686,57286041,75120055,4442012
12355,1,436.5049398,94920.32715,2646,-1232,308.09142660000003,1024.704363,104445.1162,1539,12194340,67201218,3052244
12356,1,623.1914207000001,242359.9724,2969,-353,492.3006931,1009.0646039999999,140476.6094,1823,24855523,65165528,2472282
12357,1,727.9832051,355640.2498,5110,-1464,596.355808,1043.504574,193009.9685,2293,33917411,69689715,2599253
12358,1,1045.3174080000001,970723.8357,6737,-2606,985.2531835000001,1206.415695,441547.1658,3862,69932063,93148085,4641470
12359,1,719.3824717,460083.5115,6818,-1717,678.294561,1083.086223,122546.8572,2804,33120713,75076849,7556182
12360,1,970.882725,861717.4626,7777,-2818,928.2873814999999,1154.759972,348724.4756,5557,60327249,85342118,5788928
12361,1,319.8256849,9872.46875,616,0,99.36029765,998.8344457000001,28676.10938,745,6546462,63850896,361300
12362,1,323.25565539999997,8723.311523,424,141,93.39866982,1007.1309960000001,34089.08984,843,6687630,64916022,230479
12363,1,451.0565548,148688.7029,3878,-1373,385.6017413,1068.7348980000002,95345.56934,2187,13020929,73100434,1839479
12364,1,763.227573,530951.8533,7515,-2404,728.6644312000001,1152.674634,295450.0928,5754,37281045,85034164,8379852
12365,1,762.545306,527940.9531,6717,-1606,726.5954536,1038.983285,136007.9392,3450,37214422,69087121,8608300
12366,1,775.6362006,522272.4705,6333,-1323,722.6842121000001,1042.7624970000002,89165.30371000001,2303,38503137,69590632,4757878
12367,1,379.02422,103415.23800000001,1837,-868,321.582397,1081.115859,32055.714839999997,794,9194199,74803936,5983610
12368,1,278.4457981,38389.913089999995,1655,-666,195.93344040000002,1089.686609,58842.663089999995,1333,4962052,75994682,8487451
12369,1,439.29168839999994,129630.5898,3130,-1696,360.0424834,1048.5185529999999,127380.0225,2479,12350540,70361034,1506819
12370,1,598.2199767999999,288030.8201,5342,-1282,536.6850287,1053.757458,81638.32715,1784,22903497,71065906,2871242
12371,1,689.8530641,438030.5225,6171,-2666,661.8387435,1282.153681,603263.0469,7617,30457424,105210756,8817227
12372,1,908.6380433,816633.6836,9696,-4575,903.6778649,1293.858758,826146.0486,9362,52839878,107140511,27714884
12373,1,1237.3903990000001,1417502.804,8454,-3323,1190.589267,1551.436784,1309634.374,8166,97992640,154045190,7546144
12374,1,530.7126547,218615.697,3908,-1232,467.5635754,1035.358551,46969.27515,1118,18025979,68605909,2309245
12375,1,757.4568882,526257.8037,5645,-2575,725.4362851,1055.3157410000001,100271.5898,2079,36719420,71276244,4467222
12376,1,1009.963056,941974.9844,7504,-2525,970.5539574999999,1172.626659,315311.7148,3832,65281624,88003410,10870581
12377,1,707.4274146,468518.74,6443,-1353,684.4842876,1121.521567,239666.5615,4215,32029027,80499880,5248443
12378,1,1215.049555,1410705.381,10151,-5000,1187.73119,1501.247252,1270980.882,9656,94486107,144239572,22574516
12379,1,791.7401227000001,597616.7654,6343,-1232,773.0567672000001,1319.242201,811555.8044,7078,40118555,111385599,8277372
12380,1,1116.028603,1169963.578,8535,-3404,1081.6485460000001,1564.121174,1468075.871,9695,79713270,156574403,14248318
12381,1,788.1556299,601959.4079999999,6595,-1494,775.8604307,1324.232779,816780.1912,8381,39756115,112229917,9534865
12382,1,1042.926606,926041.6523,6342,-1363,962.3105800000001,1224.191557,345168.9688,3548,69612538,95913278,27120594
12383,1,463.34132939999995,172711.4219,3515,-1212,415.5856372,1040.84286,81947.11499,1853,13739852,69334647,16625498
12384,1,1068.51708,1103691.562,9080,-4010,1050.567257,1212.774138,509655.3318,6793,73070640,94132551,12242738
12385,1,688.4017609,433903.2341,5807,-898,658.7133171,1141.01998,252198.2773,4587,30329407,83323302,15374785
12386,1,982.407335,937417.5291,10100,-4949,968.2032478,1404.418607,1070188.476,9666,61767947,126233064,67704485
12387,1,538.9037194,192350.3818,2949,-717,438.5776805,1099.7866199999999,147052.8357,2401,18586702,77409959,4687017
12388,1,437.27478130000003,138560.4978,3736,-2060,372.2371526,1033.357868,40361.16772,2029,12237391,68341023,1723883
12389,1,369.8764785,70799.75952,1645,-767,266.082242,1032.526203,38072.79077,951,8755751,68231063,1475926
12390,1,176.9162054,9616.78125,766,-90,98.06518878,1025.6347119999998,1429.6835939999999,285,2003158,67323300,2141647
12391,1,671.26385,312490.0156,4110,-757,559.008064,1023.4953210000001,116227.2009,1735,28838090,67042731,2115873
12392,1,414.37134239999995,89343.57788,2413,-1686,298.903961,1045.616505,77753.8125,1745,10989031,69972088,1691093
12393,1,457.7867442,78264.38647,2403,-212,279.7577282,1050.525018,156752.1836,1960,13412397,70630580,1986086
12394,1,671.5602402000001,377246.9648,5363,-2060,614.2043348,1042.724459,245554.0603,2401,28863562,69585555,2246849
12395,1,1113.672683,1178312.522,7827,-2797,1085.501047,1213.026297,458421.9998,5146,79377078,94171699,8453716
12396,1,796.7900151,561272.3337,7797,-2737,749.1811088,1097.384789,223534.5273,2999,40631957,77072216,7132932
12397,1,543.4736222999999,197912.2986,3434,-808,444.8733512,1072.4291640000001,202341.2178,2656,18903269,73606676,2605155
12398,1,645.6522381,305394.2969,4949,-1343,552.6249152,1044.134121,208201.6006,2088,26679476,69773828,2178328
12399,1,613.5956654,231540.9763,4050,-1434,481.1870492,1083.04528,269210.0642,2284,24095977,75071173,2296464
12400,1,423.4142291,22772.83179,778,151,150.9066989,1051.3941929999999,174687.1875,1959,11473895,70747504,1581964
12401,1,783.6520772000001,495225.6931,5626,-1505,703.7227387999999,1076.4170960000001,177614.4685,2116,39303077,74155121,6184051
12402,1,434.56670230000003,46742.780269999996,1263,80,216.2007869,1026.254134,117957.44699999999,1647,12086286,67404643,1996733
12403,1,931.5529960000001,743897.9841,7848,-2727,862.4952082000001,1214.970775,611457.4099,7156,55538623,94473855,3004538
12404,1,491.2910447,184178.6521,3029,-1585,429.16040369999996,1108.8006890000001,73007.57813,1245,15447481,78684094,8931086
12405,1,289.63204029999997,5311.621094,404,101,72.88086919,1018.5320630000001,16802.5,579,5368750,66394084,617862
12406,1,329.7687874,4791.587646,334,181,69.22129475,1003.591714,19129.26538,608,6959837,64460565,838161
12407,1,676.1386345,358380.9275,4878,-1959,598.6492525,1081.068532,182256.7244,1951,29258461,74797387,2741361
12408,1,677.0887474,381815.3611,4858,-1616,617.9120982000001,1108.658853,367505.3982,4009,29340747,78663965,5172022
12409,1,480.34120360000003,197700.2888,4252,-1323,444.6350063,1075.853745,109461.2021,2873,14766571,74077522,6048642
12410,1,730.0784204,473356.4375,6151,-2151,688.0090388,1081.322057,122376.7048,2823,34112928,74832473,7285201
12411,1,358.1408373,81737.02124,2252,-303,285.89687169999996,1032.349633,27289.232180000003,960,8208951,68207729,937149
12412,1,496.135267,211942.5447,3352,-393,460.3721806,1054.410558,87637.625,1862,15753613,71154024,3767856
12413,1,242.6521108,6717.769287,515,-10,81.96199904,1016.6956970000001,13601.70288,696,3768323,66154889,1272855
