,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
12382,1,-1363,4979,1042.926606,926041.6523,962.3105800000001,6342,-176,3372,1224.191557,345168.9688,3548,-2633,650.9679572000001,419207.249,3840,69612538,95913278,27120594
12383,1,-1212,2303,463.34132939999995,172711.4219,415.5856372,3515,372,2225,1040.84286,81947.11499,1853,-1920,509.6797095,241311.3906,3217,13739852,69334647,16625498
12384,1,-4010,5070,1068.51708,1103691.562,1050.567257,9080,-2764,4029,1212.774138,509655.3318,6793,-2297,437.37030219999997,166761.3906,3544,73070640,94132551,12242738
12385,1,-898,4909,688.4017609,433903.2341,658.7133171,5807,-401,4186,1141.01998,252198.2773,4587,-2891,490.13367120000004,227982.7517,3504,30329407,83323302,15374785
12386,1,-4949,5151,982.407335,937417.5291,968.2032478,10100,-4892,4774,1404.418607,1070188.476,9666,-4920,1028.534189,1045187.627,9593,61767947,126233064,67704485
12387,1,-717,2232,538.9037194,192350.3818,438.5776805,2949,-78,2323,1099.7866199999999,147052.8357,2401,-1069,270.6189953,72958.76929,1474,18586702,77409959,4687017
12388,1,-2060,1676,437.27478130000003,138560.4978,372.2371526,3736,176,2205,1033.357868,40361.16772,2029,-217,164.1209063,5733.581787,672,12237391,68341023,1723883
12389,1,-767,878,369.8764785,70799.75952,266.082242,1645,480,1431,1032.526203,38072.79077,951,-712,151.8596186,23048.65234,969,8755751,68231063,1475926
12390,1,-90,676,176.9162054,9616.78125,98.06518878,766,960,1245,1025.6347119999998,1429.6835939999999,285,0,182.9295886,2228.195068,277,2003158,67323300,2141647
12391,1,-757,3353,671.26385,312490.0156,559.008064,4110,166,1901,1023.4953210000001,116227.2009,1735,-475,181.82550869999997,31421.531010000002,1148,28838090,67042731,2115873
12392,1,-1686,727,414.37134239999995,89343.57788,298.903961,2413,264,2009,1045.616505,77753.8125,1745,-514,162.5525396,26328.570069999998,959,10989031,69972088,1691093
12393,1,-212,2191,457.7867442,78264.38647,279.7577282,2403,-137,1823,1050.525018,156752.1836,1960,-514,176.16070430000002,26049.11621,870,13412397,70630580,1986086
12394,1,-2060,3303,671.5602402000001,377246.9648,614.2043348,5363,-333,2068,1042.724459,245554.0603,2401,-792,187.3686623,35098.109130000004,1168,28863562,69585555,2246849
12395,1,-2797,5030,1113.672683,1178312.522,1085.501047,7827,-1029,4117,1213.026297,458421.9998,5146,-1257,363.44093399999997,120700.4209,2068,79377078,94171699,8453716
12396,1,-2737,5060,796.7900151,561272.3337,749.1811088,7797,-156,2843,1097.384789,223534.5273,2999,-732,333.8443687,101620.1006,2840,40631957,77072216,7132932
12397,1,-808,2626,543.4736222999999,197912.2986,444.8733512,3434,-58,2598,1072.4291640000001,202341.2178,2656,-465,201.756157,40526.23804,1286,18903269,73606676,2605155
12398,1,-1343,3606,645.6522381,305394.2969,552.6249152,4949,88,2176,1044.134121,208201.6006,2088,-554,184.4894983,33896.83984,979,26679476,69773828,2178328
12399,1,-1434,2616,613.5956654,231540.9763,481.1870492,4050,-147,2137,1083.04528,269210.0642,2284,-495,189.426107,35163.33984,970,24095977,75071173,2296464
12400,1,151,929,423.4142291,22772.83179,150.9066989,778,-156,1803,1051.3941929999999,174687.1875,1959,-425,157.22018799999998,23143.08984,623,11473895,70747504,1581964
12401,1,-1505,4121,783.6520772000001,495225.6931,703.7227387999999,5626,-107,2009,1076.4170960000001,177614.4685,2116,-1168,310.8469026,95056.89429,2029,39303077,74155121,6184051
12402,1,80,1343,434.56670230000003,46742.780269999996,216.2007869,1263,-49,1598,1026.254134,117957.44699999999,1647,-415,176.63225390000002,31084.39624,900,12086286,67404643,1996733
12403,1,-2727,5121,931.5529960000001,743897.9841,862.4952082000001,7848,-2568,4588,1214.970775,611457.4099,7156,-366,216.67004,41311.52734,1573,55538623,94473855,3004538
12404,1,-1585,1444,491.2910447,184178.6521,429.16040369999996,3029,343,1588,1108.8006890000001,73007.57813,1245,-920,373.5615327,93215.65625,2048,15447481,78684094,8931086
12405,1,101,505,289.63204029999997,5311.621094,72.88086919,404,656,1235,1018.5320630000001,16802.5,579,-247,98.25524795,9525.413086,534,5368750,66394084,617862
12406,1,181,515,329.7687874,4791.587646,69.22129475,334,656,1264,1003.591714,19129.26538,608,-346,114.4389166,9962.015381000001,524,6959837,64460565,838161
12407,1,-1959,2919,676.1386345,358380.9275,598.6492525,4878,39,1990,1081.068532,182256.7244,1951,-841,206.9631987,40934.71265,1108,29258461,74797387,2741361
12408,1,-1616,3242,677.0887474,381815.3611,617.9120982000001,4858,-1078,2931,1108.658853,367505.3982,4009,-653,284.2759993,72952.91309,1940,29340747,78663965,5172022
12409,1,-1323,2929,480.34120360000003,197700.2888,444.6350063,4252,254,3127,1075.853745,109461.2021,2873,-1752,307.42483839999994,80659.68359,2445,14766571,74077522,6048642
12410,1,-2151,4000,730.0784204,473356.4375,688.0090388,6151,-88,2735,1081.322057,122376.7048,2823,-1564,337.3888937,101817.0505,2395,34112928,74832473,7285201
12411,1,-303,1949,358.1408373,81737.02124,285.89687169999996,2252,490,1450,1032.349633,27289.232180000003,960,-19,121.0080705,3009.30835,217,8208951,68207729,937149
12412,1,-393,2959,496.135267,211942.5447,460.3721806,3352,0,1862,1054.410558,87637.625,1862,-297,242.6370747,45690.83984,1227,15753613,71154024,3767856
12413,1,-10,505,242.6521108,6717.769287,81.96199904,515,549,1245,1016.6956970000001,13601.70288,696,-257,141.0260947,10452.05835,544,3768323,66154889,1272855
12414,1,-242,636,244.8736281,12792.68359,113.10474609999999,878,470,1274,1012.9852699999999,17495.55859,804,-227,139.8909732,11959.64819,702,3837638,65672906,1252447
12415,1,-353,3212,457.85747649999996,160127.2188,400.1589918,3565,411,2656,1043.403722,62364.04077000001,2245,-1118,250.98997740000001,44414.87109,1751,13416542,69676245,4031742
12416,1,-1181,2848,621.1498662,327142.0938,571.9633675,4029,343,2029,1108.760886,85487.03101,1686,-950,320.57004889999996,80171.30859,1643,24692938,78678445,6576970
12417,1,-939,2616,642.0143958,300198.1365,547.9034007,3555,147,1666,995.1040775,91705.86621000001,1519,-405,184.7979894,33698.07007,989,26379679,63374856,2185619
12418,1,-1757,3616,888.7596606000001,650379.8123,806.4612900000001,5373,-215,2166,1049.746725,174659.37399999998,2381,-920,325.70356539999995,96107.79688,1959,50553199,70525964,6789300
12419,1,-1747,4111,1031.533105,902242.9138,949.8646818,5858,-568,2588,1127.7324800000001,312390.906,3156,-910,325.2050555,105561.8904,2335,68099875,81393955,6768533
12420,1,-1111,2202,587.5918146,286207.5466,534.9836882000001,3313,264,1666,1087.401849,71856.13184,1402,-881,298.7037883,66257.4978,1722,22096905,75676338,5710333
12421,2,-2929,1141,706.5031293999999,350066.2224,591.6639438,4070,352,1441,974.8693902999998,81775.45288,1089,-574,440.52529010000006,78100.99902,2385,31945387,60823701,12420002
12422,2,-5010,2232,1329.869143,1706192.483,1306.213031,7242,-1764,4598,1456.253707,1212376.513,6362,-2821,664.3553737000001,388998.6006,4296,113187324,135723191,28247556
12423,2,-4979,2565,1435.579141,1894576.4340000001,1376.436135,7544,-1058,4696,1139.724974,627264.7126,5754,-1019,636.6748213,213524.5154,3246,131896798,83134273,25942709
12424,2,-4939,1454,904.4799265,719546.8037,848.2610469,6393,49,2598,1071.037931,232588.6523,2549,-2079,679.5367908,349377.6875,5663,52357372,73415824,29553296
12425,2,-3909,616,580.358631,297420.0935,545.3623506,4525,490,2147,989.6697366000001,41030.1709,1657,-742,391.84467589999997,35507.05859,1583,21556233,62684556,9826704
12426,2,-4989,2474,1143.260906,1086145.5,1042.183045,7463,-843,2558,1078.768511,239619.7773,3401,-1653,473.35611919999997,139721.1501,3088,83650912,74479456,14340225
12427,2,-1151,787,361.8498912,90471.50684,300.7848182,1938,578,1892,958.1534895,38302.04468,1314,-584,473.0628592,78913.07813,1920,8379862,58755719,14322462
12428,2,-2292,1272,514.1542813,192564.1211,438.82128610000007,3564,392,2166,1011.1176130000001,117155.2439,1774,-861,467.49418449999996,103693.3662,2158,16918696,65430965,13987252
12429,2,-2141,434,568.7286672,173283.9373,416.27387289999996,2575,-303,2735,1034.716401,265300.0537,3038,-930,452.33772989999994,116502.4861,1870,20700947,68520834,13095003
12430,2,-737,898,377.68834289999995,88235.63257,297.04483260000006,1635,549,2196,978.8213814999999,58705.792720000005,1647,-603,395.15495380000004,43880.55859,1315,9129503,61317843,9993436
12431,2,-4000,1585,724.9036251,436541.5232,660.7128901000001,5585,-19,3166,1006.774141,224467.3142,3185,-2207,541.9397885,182903.3708,3791,33631057,64870027,18796719
12432,2,-2373,414,597.1376516,223508.0146,472.7663426,2787,-68,2107,1071.1331619999999,204970.6875,2175,-1227,456.8986998,106166.3337,2444,22820696,73428880,13360411
12433,2,-3707,474,861.2942931,596750.1912,772.4960784,4181,-9,2333,997.6999095000001,140155.8494,2342,-1366,412.11110460000003,74354.5625,2148,47476983,63705927,10869476
12434,2,-4070,2636,856.2245069,628205.1475,792.593936,6706,284,2333,989.1774597000001,107953.8904,2049,-762,454.1462285,78721.69116,1831,46919706,62622211,13199923
12435,2,-5000,1929,1200.339301,1354983.749,1164.0376919999999,6929,-1019,2882,1142.844136,467380.1836,3901,-564,636.2173616,266899.5586,3920,92212124,83589934,25905442
12436,2,-646,20,307.3762708,18726.21069,136.8437455,666,656,1235,949.2217124,7553.835693000001,579,39,358.05079950000004,10615.67871,495,6046731,57665399,8204824
12437,2,-4353,2343,1173.7076539999998,1182391.371,1087.3782099999999,6696,-372,2480,1111.50116,322842.7087,2852,-1445,537.9713776000001,192876.7712,2900,88165738,79067829,18522445
12438,2,-4989,1767,1010.766031,851955.4648,923.0143362,6756,117,1872,1036.823439,117724.0537,1755,-1435,485.6622733,145530.0273,2514,65385470,68800182,15095542
12439,2,-2232,525,512.1966480000001,153878.1006,392.27299239999996,2757,352,1352,958.7055073999999,42903.24609,1000,-1257,450.15160639999993,147087.8711,2177,16790106,58823440,12968734
12440,2,-1838,1303,583.8568826000001,242263.4197,492.20262060000005,3141,323,2588,1029.997042,121569.4961,2265,-1287,419.139483,147997.2656,2187,21816887,67897210,11243386
12441,2,-1090,545,387.90869580000003,98103.69434,313.21509280000004,1635,539,1392,1013.9666460000001,31843.6521,853,-564,252.0154695,39684.98022,1167,9630282,65800215,4064755
12442,2,-1242,131,443.74190130000005,94106.48438,306.76780210000004,1373,294,1666,1000.957581,45829.349369999996,1372,-346,237.36404,30340.125,860,12602040,64122629,3605868
12443,2,-3020,1292,583.6978296,282002.9521,531.0395014999999,4312,372,1656,1021.722351,60100.546879999994,1284,-1019,301.2427126,63113.30444,1613,21805002,66810660,5807819
12444,2,-2464,2616,958.3990882999999,673441.9336,820.6350794,5080,156,2205,1235.876024,215827.7732,2049,-1059,565.7400021000001,306041.71,3128,58785844,97752931,20483952
12445,2,-3070,4888,1191.669975,1311228.885,1145.089029,7958,-1107,2509,1301.091147,401525.5427,3616,-3930,884.7955537,760424.0681,5632,90884949,108341643,50103243
12446,2,-4343,4222,1202.579656,1334318.031,1155.1268460000001,8565,-294,3343,1254.34389,370380.9336,3637,-4950,999.7833906,965555.4001,7019,92556661,100696230,63972277
12447,2,-2101,1868,767.620583,524653.9021,724.3299677,3969,568,2186,1157.691345,117704.4023,1618,-1594,580.7846927999999,298753.8552,3613,37711447,85775952,21587895
12448,2,-4383,1878,1103.193086,1165569.808,1079.615584,6261,-696,4343,1267.594209,602258.6951,5039,-1782,798.3681207999999,569074.7656,4395,77890239,102834885,40793066
12449,2,-4686,3747,1098.6203,1135677.563,1065.681736,8433,-450,2617,1325.292992,471614.6873,3067,-3742,797.4771352999999,571691.6865,6672,77245860,112409697,40702066
12450,2,-5000,2252,978.9219037999999,931576.2773,965.1819918,7252,39,2225,1118.46831,169078.8396,2186,-960,574.4362862,159859.4666,2524,61330438,80062167,21118531
12451,2,-4989,1272,1217.6812619999998,1409475.9340000001,1187.213516,6261,-696,2480,1065.11454,314736.8005,3176,-1425,768.1567121,501176.9021,4276,94895850,72606015,37764143
12452,2,-3464,2555,774.5001311000001,573934.4841,757.5846382999999,6019,-313,2294,1215.774425,280485.0115,2607,-613,343.4160196,55043.32715,1414,38390429,94598877,7547812
12453,2,-3414,3191,1193.455396,1318141.2659999998,1148.103334,6605,284,2666,1100.930061,142373.9375,2382,-1584,594.5577006,203669.3845,3118,91157490,77571008,22623927
12454,2,-4505,2131,1065.817453,1052337.4340000001,1025.834993,6636,117,2274,1163.718353,180403.5898,2157,-445,337.21202989999995,53847.626710000004,1316,72701878,86671386,7277565
12455,2,-4353,1464,718.6880517000001,483257.57399999996,695.1672993,5817,274,1509,1033.7917539999999,64251.64819,1235,-1346,524.4489518999999,207373.5583,2969,33056801,68398425,17602989
12456,2,-3666,1141,1018.377808,944192.2244,971.695541,4807,176,2568,1061.627539,149982.5615,2392,-594,410.5698974,85902.40601,1821,66373975,72131394,10788329
12457,2,-1525,878,307.3486162,82660.38647,287.5071938,2403,460,1500,1035.2363480000001,32939.286869999996,1040,-1425,502.5835285,182902.4529,3098,6045643,68589715,16165773
12458,2,-2070,1323,613.0605216,334054.9001,577.9748266,3393,617,1990,1074.6103,59069.02319,1373,-2405,620.8565152000001,348550.7969,3761,24053965,73906387,24669620
12459,2,-1000,1626,384.8412213,128279.0056,358.16058639999994,2626,509,2058,1041.0203900000001,74357.87671,1549,-1910,567.4839067,241585.9802,2850,9478577,69358301,20610431
12460,2,-3858,1585,1030.614812,1015436.6109999999,1007.688747,5443,-117,2588,1202.007234,249523.3337,2705,-1128,471.28260830000005,130118.3025,2484,67978681,92468569,14214867
12461,2,-2303,848,479.82977120000004,187600.8123,433.1290942,3151,382,1931,1018.472178,73483.19507,1549,-1405,500.80162300000006,167452.7712,3187,14735143,66386277,16051345
12462,2,-606,545,251.2302542,20687.07788,143.83003119999998,1151,833,1068,979.9975606,2688.328125,235,-29,287.3114599,9951.308594,514,4039465,61465294,5283064
12463,2,-2080,686,468.37750199999994,200970.6267,448.2974757,2766,225,1990,1039.913841,55283.45288,1765,-653,347.68064100000004,62340.51342999999,1653,14040159,69210931,7736437
12464,2,-535,313,220.5987945,29744.6853,172.4664759,848,735,1480,997.4566093000001,18713.93652,745,-504,330.0342785,55359.30859,1187,3114485,63674860,6971048
12465,2,-3121,939,602.7811066,322717.6211,568.082407,4060,225,2147,1058.403648,111072.4648,1922,-495,373.680721,84968.99609,1633,23254084,71693970,8936786
12466,2,-757,494,260.137764,44577.155269999996,211.13302740000003,1251,774,1784,1056.3203529999998,26789.99609,1010,-920,403.2003224,102713.8193,2028,4330986,71412012,10404512
12467,2,-434,181,189.9680483,15022.05835,122.56450690000001,615,803,1333,1014.7041830000001,9556.140381000001,530,-227,306.3723225,21553.42871,751,2309623,65895973,6007296
12468,2,-1898,1303,482.3344761,232323.1091,481.9990759,3201,137,2098,1079.44006,126893.5303,1961,-1673,629.0010432999999,349578.4219,3415,14889379,74572214,25321108
12469,2,-4939,5151,1357.2518710000002,1808866.301,1344.941003,10090,-4098,4117,1814.98292,2038852.835,8215,-1415,525.0618267,255334.658,2355,117896489,210826432,17644155
12470,2,-646,959,283.924038,78904.84546,280.9000631,1605,519,1558,1020.2402369999999,28319.632569999998,1039,-415,402.9719477,81579.44507,1949,5159223,66616969,10392729
12471,2,-5000,5161,1436.484418,2063276.781,1436.411077,10161,-3411,4588,1692.3658,1862288.679,7999,-2366,536.9166311,230829.3711,3465,132063199,183302528,18449886
12472,2,-636,535,246.7354986,20865.90527,144.4503557,1171,578,1382,983.980405,12772.280270000001,804,-49,329.91689289999994,16048.765630000002,1009,3896218,61965916,6966090
12473,2,-161,818,350.52144189999996,50201.33984,224.05655499999997,979,245,1529,1018.597435,52515.49976,1284,-574,251.9843435,56516.02905,1158,7863378,66402607,4063751
12474,2,-3101,5121,1485.86685,2181073.156,1476.845678,8222,-803,4009,1399.887334,781272.5291,4812,-2168,826.4524997999999,638430.1736,4474,141299219,125419811,43713519
12475,2,-80,232,92.29622825,2565.506836,50.65083253,312,892,1058,998.2920727,1019.6396480000001,166,217,303.371369,1583.625,218,545190,63781572,5890188
12476,2,-3161,4909,1240.084901,1494858.0,1222.643857,8070,-676,2147,1176.876786,398058.8115,2823,-524,390.32178230000005,106421.2461,1731,98419876,88642494,9750470
12477,2,-1404,3040,650.4784297,367249.0469,606.0107647000001,4444,-470,1656,1130.379389,265470.0469,2126,-554,329.3841792,70773.01465,1217,27079820,81776484,6943612
12478,2,-1404,5161,1542.895659,2213488.7709999997,1487.779813,6565,-3137,4794,1712.487181,1756878.746,7931,-1980,700.2434509999999,428207.5388,4049,152353729,187687190,31381817
12479,2,-131,828,300.8366978,32992.68359,181.6388824,959,450,1352,1003.841909,28186.30249,902,-287,220.65205219999999,18209.8064,762,5792174,64492709,3115989
12480,2,-3121,4898,1072.245723,1065129.892,1032.051303,8019,19,1843,1016.7364230000001,93246.97437000001,1824,-920,343.14200780000004,74664.24609,2217,73581497,66160189,7535772
12481,2,-1474,5161,1433.0073869999999,1929749.131,1389.154106,6635,-1941,3176,1328.873636,629982.1619,5117,-841,366.39587539999997,98807.875,2177,131424651,113017929,8591740
12482,2,-1474,4979,810.122917,621859.9001,788.5809408,6453,-980,2058,1138.485034,337309.4119,3038,-574,334.2193095,77263.3064,1267,42003145,82953483,7148963
12483,2,-666,2555,418.0793697,170656.2712,413.1056417,3221,274,2401,1046.73558,96217.7959,2127,-128,286.3409517,19280.02515,702,11186583,70121944,5247433
12484,2,-4060,5131,912.1388582999999,789180.6345,888.3583931,9191,-941,2598,1102.1747890000001,222679.8884,3539,-514,273.8395972,33664.8584,1454,53247827,77746513,4799240
12485,2,-343,121,94.86248271,7919.1521,88.98961793,464,833,1107,1010.9405039999999,2689.613037,274,-247,283.1882104,19279.15234,751,575929,65408045,5132516
12486,2,-595,727,244.47612999999998,31286.741939999996,176.88058669999998,1322,480,1411,987.0306638000001,13339.46875,931,-227,357.9254025,28096.53125,1197,3825189,62350690,8199078
12487,2,-353,191,134.51754069999998,10981.10059,104.7907467,544,696,1156,1007.1566650000001,5752.33374,460,29,301.7333001,11615.89233,426,1158078,64919331,5826751
12488,2,-282,2212,396.0180709,128184.75,358.0289793,2494,-98,1500,1063.5349,89462.98804,1598,-237,247.3358357,23314.3689,771,10037140,72390815,3915201
12489,2,-3515,4979,823.5251116000001,666350.0486,816.3026697,8494,-107,2313,1114.2629359999999,187911.7185,2420,-217,265.48922999999996,15450.30371,702,43404391,79461241,4511010
12490,2,-717,3737,635.1893418999999,383407.8594,619.1993697,4454,-9,1705,1090.221351,164565.0898,1714,-316,327.0799788,39559.944339999995,1167,25821792,76069286,6846804
12491,2,-3535,5101,1257.171217,1533009.9530000002,1238.147791,8636,-421,2607,1171.5956,348745.2344,3028,-950,362.98659150000003,107496.3357,2306,101150686,87848720,8432593
12492,2,-3212,5101,1146.1672820000001,1277122.875,1130.0986130000001,8313,-441,2343,1173.5678369999998,229149.2188,2784,-871,317.0641447,69811.63257,1474,84076764,88144734,6433899
12493,2,-2787,4979,839.6046875,664371.5537,815.0899052999999,7766,147,2303,1099.9281230000001,150035.9678,2156,-940,299.2056933,64267.88452000001,1355,45115906,77429880,5729539
12494,2,-2717,4313,1097.6785300000001,1114860.652,1055.869619,7030,-480,2137,1141.213211,169473.4531,2617,-762,283.16848450000003,50938.046630000004,1276,77113482,83351526,5131801
12495,2,-3838,4434,968.7398306,904939.2595,951.2829545,8272,-245,2980,1167.38708,260620.6943,3225,-1653,391.3599885,114014.3083,2336,60061239,87218726,9802409
12496,2,-1737,5101,805.6265225,637071.2031,798.1674029,6838,-68,1745,1132.189686,191558.5798,1813,-653,318.9106213,45201.208739999995,1286,41538182,82038623,6509055
12497,2,-3797,5121,1309.92637,1635428.496,1278.8387300000002,8918,-480,2176,1174.094678,276720.0693,2656,-1079,480.12249410000004,195857.6423,3098,109818054,88223892,14753127
12498,2,-3565,5070,1206.933608,1397647.3280000002,1182.221353,8635,-921,2117,1231.391559,483275.2693,3038,-1059,430.0972637,150608.1787,2435,93228079,97044811,11838954
12499,2,-1303,3676,707.4819234,462694.3435,680.2163946000001,4979,-598,2196,1119.988267,177189.2031,2794,-811,288.4442375,37651.1814,1533,32033963,80279918,5324805
12500,2,-2626,5060,1093.6032619999999,1146767.3090000001,1070.8722189999999,7686,-1147,1892,1166.2821,358275.499,3039,-831,337.7254571,70592.74976,1395,76541958,87053692,7299743
12501,2,30,101,70.41184648,164.42944340000003,12.82300446,71,980,1029,1001.25845,110.7868652,49,257,293.9139968,169.796875,59,317301,64161183,5528668
12502,2,-1383,2212,444.7718868,185715.1553,430.94681260000004,3595,-19,1892,1077.788143,101177.8584,1911,-247,276.1716518,24826.87109,751,12660610,74344146,4881330
12503,2,-2111,4565,697.5728457,425861.0303,652.5802865,6676,-803,1990,1108.7709619999998,202412.488,2793,-475,219.5121366,22219.2771,950,31142904,78679875,3083877
12504,2,-5010,5161,1768.824036,2997603.953,1731.35899,10171,-3480,4166,1846.748566,2484464.99,7646,-2653,680.7762342999999,461810.9648,4157,200239262,218270737,29661202
12505,2,-1676,1454,458.5306015,190816.21,436.82514800000007,3130,-88,2176,1099.4883539999998,176523.3884,2264,-465,309.595906,55184.381839999995,1613,13456020,77367977,6134376
12506,2,202,262,232.6973625,251.53808590000003,15.85995227,60,980,1039,1004.7472630000001,182.88183590000003,59,108,130.7213162,261.1083984,80,3465476,64609092,1093636
12507,2,80,171,128.5083898,448.84375,21.18593283,91,960,1039,1006.904717,217.16186519999997,79,207,237.73987889999998,203.0273438,60,1056922,64886855,3617296
12508,2,-848,2151,398.5391096,141156.8884,375.70851519999997,2999,323,1617,1036.35923,46699.83765,1294,-108,215.8614645,10502.109129999999,593,10165339,68738589,2982155
12509,2,-595,909,299.73026939999994,70277.5896,265.0992071,1504,19,1539,1087.276967,107288.2419,1520,-217,265.7572318,16367.02734,622,5749647,75658957,4520122
12510,2,-1494,5090,824.0465797999999,553681.447,744.0977402000001,6584,-607,2558,1050.175276,184415.4177,3165,-435,154.1309305,19494.70215,989,43459377,70583559,1520406
12511,2,-1010,3323,652.2828901,425187.1475,652.0637602999999,4333,-117,2058,1062.5456980000001,217903.28100000002,2175,-1207,919.9775558,690765.4353,5325,27230270,72256215,54166957
12512,2,-2111,4282,700.1858012,490252.2461,700.1801526,6393,-274,1823,1099.244769,184637.7646,2097,-1227,720.5878892999999,375960.999,5850,31376650,77333700,33231802
12513,2,-767,2151,420.8298721,177087.8193,420.81803590000004,2918,352,1450,1016.939127,52951.12109,1098,-1059,602.7306872,180901.9023,3554,11334258,66186572,23250194
12514,2,-606,2434,418.7823308,175316.3787,418.7079873,3040,127,1715,1004.200856,90864.90991,1588,-1069,615.9513221,207767.0771,4009,11224233,64538839,24281346
12515,2,-626,2808,449.545517,200925.5896,448.2472416,3434,205,1725,1036.1050109999999,91928.03125,1520,-1000,588.8357156000001,206172.8037,4356,12933835,68704870,22190560
12516,2,-262,1191,274.08150589999997,74877.01929,273.63665560000004,1453,-323,1754,1035.940914,128176.9412,2077,108,424.96753550000005,17255.131840000002,753,4807723,68683109,11558234
12517,2,-3141,1373,754.0606842999999,541418.5974,735.8115230000001,4514,49,2411,1134.6072279999998,176812.7773,2362,-861,364.9066876,83211.62476,1801,36390881,82389348,8522041
12518,2,-434,242,116.20893090000001,11835.0271,108.7889107,676,725,1107,1009.052967,2344.378662,382,148,270.3104985,3462.4860840000006,347,864289,65164025,4676337
12519,2,-4989,2111,761.2159578,572290.988,756.4991659,7100,107,4313,1116.4235099999999,226648.6111,4206,-1366,342.3177435,55351.506839999995,2029,37084783,79769693,7499612
12520,2,-727,757,273.53139100000004,68511.58765,261.7471827,1484,401,1862,1073.833801,52324.62109,1461,-554,272.2846052,18972.64063,1088,4788443,73799618,4744890
12521,2,-2878,757,698.1687318,445957.3455,667.8003785,3635,147,2950,1081.988195,149809.238,2803,-1049,388.42528639999995,85282.19116,1949,31196133,74924701,9655949
12522,2,-303,171,141.410915,8295.892334,91.08178926,474,833,1215,1021.31028,5859.746094,382,158,243.0165568,2092.782959,228,1279811,66756780,3779651
12523,2,-898,0,294.885836,34802.51563,186.5543235,898,-58,1480,1036.399281,78181.84277,1538,-603,361.33266789999993,101240.0857,1929,5565290,68743902,8355923
12524,2,-222,-10,134.43789230000002,2272.27124,47.66834631,212,921,1392,1021.457981,3804.991211,471,178,236.56744550000002,489.1865234,109,1156707,66776090,3581706
12525,2,-3454,1949,979.7407820000001,956914.9336,978.2202889,5403,-647,3627,1160.998944,324248.8669,4274,-1712,503.3833653,150253.4756,3078,61433088,86266787,16217268
12526,2,-545,1262,372.2632217,129620.1006,360.0279164,1807,735,1470,1007.522526,13819.98022,735,-306,299.2832323,32650.9314,1197,8869114,64966505,5732509
12527,2,-5000,3727,952.6639458999999,888247.5938,942.4688821000001,8727,-343,4696,1170.766482,408823.5938,5039,-3960,615.9664662,332799.1787,4950,58084390,87724426,24282540
12528,2,-5010,3565,1038.206958,1076825.547,1037.702051,8575,-352,4735,1219.65118,446638.9375,5087,-2217,559.4655374,258201.8037,3187,68983916,95203136,20032108
12529,2,-4919,3373,940.5502627999998,852554.6287,923.3388482,8292,-392,4539,1143.375007,389482.5303,4931,-2584,490.4978179,176111.7908,3534,56616627,83667610,15397639
12530,2,-555,484,189.7737551,35358.23804,188.03786330000003,1039,254,1931,1063.092607,106749.1365,1677,39,339.7835248,17229.36621,574,2304901,72330617,7388982
12531,2,-1727,1252,408.0534585,145681.5273,381.6824955,2979,598,2470,1077.5514050000002,73202.84277,1872,-1475,334.2950372,57558.78687,2148,10656488,74311490,7152203
12532,2,-4989,1464,778.9703942000001,596875.96,772.5774782999999,6453,-166,3598,1155.200923,218329.9373,3764,-910,373.292048,57237.84155,1830,38834872,85407307,8918205
12533,2,-575,1242,280.08115449999997,63815.79467999999,252.6178827,1817,862,1647,1040.866016,14246.0625,785,-2663,463.0376942,205067.5156,3306,5020509,69337732,13721850
12534,2,-878,454,278.30519439999995,70471.08984,265.46391439999996,1332,205,1823,1101.296523,107990.2656,1618,-455,267.0261574,32530.897460000004,969,4957042,77622658,4563390
12535,2,-202,-80,152.0414725,1078.279053,32.83715963,122,960,1049,996.3097222000001,305.7880859,89,247,277.4610615,281.60717769999997,59,1479463,63528516,4927017
12536,2,-4787,2252,741.5783737,536810.3376,732.6734180999999,7039,235,2705,1128.131163,189942.1228,2470,-1297,353.0051345,66712.23438,2079,35196063,81451515,7975208
12537,2,-1757,676,528.7914877000001,263799.5146,513.6141690000001,2433,88,2058,1153.059815,176138.0615,1970,-643,364.4445474,63099.07592999999,1623,17895708,85091004,8500469
12538,2,-1252,737,559.4573822000001,287332.5273,536.0340729,1989,421,1637,1131.18823,68967.9834,1216,-544,239.637291,17700.55859,940,20031524,81893556,3675266
12539,2,-343,595,217.7419631,36751.0,191.7055033,938,843,1362,1025.831759,6345.195068,519,-762,280.4155399,40278.100589999995,1365,3034340,67349171,5032504
12540,2,-606,1727,276.39574780000004,76259.83179,276.1518274,2333,598,1421,1067.880224,18589.30835,823,-613,311.36767349999997,29990.179439999996,1315,4889255,72983563,6204789
12541,2,-2707,1484,595.9388339,340266.7178,583.3238533,4191,382,1725,1107.261289,94729.42188,1343,-603,439.5833965,113727.1865,1781,22729158,78465764,12366948
12542,2,-3787,1424,708.7215712999999,494093.1873,702.9176248,5211,-323,2892,1106.1725470000001,278742.5759,3215,-1554,394.8570548,79390.70313,2494,32146321,78311533,9978374
