,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
12243,1,-222,363,179.13821480000001,15222.984380000002,123.3814588,0.967345322,-0.95653897,585,833,1186,1028.408677,2510.246094,50.10235617,5.319013254,353,-732,222.381956,33089.72827,1286,2053792,67687962,3165039
12244,1,-373,333,188.3158086,17657.27734,132.8806884,7.344582298,-2.49984598,706,921,1186,1023.946623,1554.0273439999999,39.42115351,3.935728742,265,-39,154.47774919999998,3154.366211,316,2269622,67101868,1527256
12245,1,-101,252,115.911065,5295.952147999999,72.77329282,0.549805969,-0.6035628129999999,353,990,1088,1026.152766,377.6240234,19.43255062,0.18214757199999998,98,69,153.7048714,1031.3398439999999,178,859864,67391328,1512012
12246,1,-292,353,122.6292048,8208.448975,90.60049103,4.1802202610000005,-0.736919455,645,960,1127,1025.7192519999999,545.8728027000001,23.36392096,4.552091249,167,29,164.68677659999997,1516.7341310000002,238,962427,67334399,1735791
12247,1,-151,252,126.81778270000001,8777.842773,93.69014235,-0.87240106,-0.306445362,403,980,1078,1023.4923970000001,432.1708984,20.78872046,-0.08401494400000001,98,89,171.5480982,1194.249023,138,1029296,67042348,1883440
12248,1,-70,191,99.29218247,2969.9375,54.49713295,-0.278054364,-0.38989353299999996,261,1000,1058,1025.767548,228.31933590000003,15.11023944,-0.988703475,58,69,160.572073,1109.8532710000002,158,630972,67340740,1650137
12249,1,-272,292,139.74547180000002,7935.564209,89.08178382,5.3986044810000005,-1.775076285,564,970,1107,1028.475016,494.92944339999997,22.24700976,1.3689985409999998,137,19,144.95128490000002,1454.600586,218,1249843,67696695,1344696
12250,1,-525,373,159.13933559999998,11822.16187,108.7297653,16.72603254,-3.0227335060000002,898,921,1215,1030.79834,1130.15625,33.61779663,13.57968576,294,-39,155.30695409999998,2685.459961,336,1620821,68002894,1543696
12251,1,-292,222,119.91168629999999,5395.327147999999,73.45289067,10.09606302,-2.410162488,514,950,1068,1025.898585,304.84375,17.4597752,4.539330344,118,99,159.5150365,898.970459,118,920244,67357946,1628483
12252,1,-858,444,198.27112119999998,27389.527339999997,165.4978167,16.46621732,-3.248858494,1302,852,1117,1028.470504,1898.9978030000002,43.57749193,4.5096242360000005,265,0,171.158324,4601.99585,396,2515932,67696101,1874891
12253,1,-393,292,139.9523356,12878.02246,113.481375,3.6683347389999996,-1.2062768990000001,685,911,1088,1025.561165,1118.6716310000002,33.44654886,2.33699993,177,9,149.92795139999998,2123.126709,238,1253546,67313645,1438617
12254,1,-323,474,170.8188002,17703.29688,133.0537368,2.450037611,-0.9681258690000001,797,872,1225,1025.064975,2406.191162,49.05294244,5.108551048,353,39,161.2423448,2003.147461,228,1867460,67248525,1663942
12255,1,-212,252,127.59298079999999,6404.578125,80.02860817,4.4961080330000005,-1.5459197,464,970,1078,1023.8694449999999,340.55249019999997,18.45406433,1.093277885,108,69,160.8014109,932.578125,158,1041918,67091753,1654854
12256,1,-30,242,118.4487627,1954.159912,44.20588097,1.173892978,0.03886879,272,990,1049,1021.7,185.1755371,13.60792185,-0.15116919,59,118,171.2069289,475.5273438,109,897927,66807737,1875956
12257,1,-70,181,137.8002971,2648.892334,51.46739098,2.520501425,-1.558503252,251,1000,1078,1019.976562,207.171875,14.3934664,2.493608296,78,108,169.8858072,763.046875,119,1215291,66582540,1847116
12258,1,60,232,146.910049,963.3974608999999,31.03864464,0.5443754129999999,-0.086407085,172,970,1068,1019.602266,335.9648438,18.32934379,0.8156995690000001,98,79,159.27766640000002,700.7460937999999,138,1381284,66533682,1623640
12259,1,101,222,173.0929122,613.1835937999999,24.76254417,-0.04182079,-0.232330475,121,980,1049,1017.7426849999999,207.7302246,14.41284929,-0.301892623,69,118,155.23072549999998,356.5095215,89,1917514,66291211,1542181
12260,1,-363,262,188.9479922,13518.96484,116.27108340000001,9.000217763,-2.8630585060000002,625,882,1078,1009.9987779999999,1259.640625,35.49141622,2.627215326,196,69,166.8873591,1663.048584,257,2284886,65286242,1782489
12261,1,-292,272,153.3227804,8007.625,89.48533399,12.07226098,-3.310518683,564,941,1058,1021.4574449999999,296.0898438,17.20726137,5.888109047,117,118,172.3315754,1131.8903810000002,218,1504504,66776020,1900683
12262,1,-898,2888,401.8285743,145317.3533,381.2051328,40.84118895,5.598044777999999,3786,568,2313,1036.358355,38764.18726,196.8862292,27.09512524,1745,-306,177.04316210000002,9031.390625,632,10333837,68738473,2006034
12263,1,-1020,2575,655.5953282,396379.1111,629.5864604,4.633841058,1.7038798640000001,3595,58,2196,1152.516472,128721.6563,358.77800410000003,1.588094145,2138,-1217,306.93214839999996,80467.1084,1622,27507535,85010830,6029270
12264,1,-1404,646,288.9632059,67580.39233,259.9622902,20.32413707,-3.992296309,2050,931,1098,1024.715929,922.6638184000001,30.37538178,1.2841639790000001,167,-336,150.8832848,8286.907959,712,5343983,67202735,1457009
12265,1,-222,383,141.3689212,5768.335693,75.94956019,6.452702867,-0.972391566,605,960,1117,1024.286543,618.9216309,24.878135600000004,2.348862261,157,9,169.0075812,2116.671875,278,1279051,67146427,1828068
12266,1,-313,262,168.1874884,5636.78125,75.07850058,20.36181569,-3.752905783,575,931,1049,1015.044573,375.93334960000004,19.38900074,5.363138953,118,69,150.9489256,969.3649902000001,178,1810370,65940191,1458277
12267,1,121,313,197.581945,1910.152344,43.70528965,-0.154124961,0.617938865,192,970,1068,1019.2860630000001,678.6071777000001,26.05008978,-0.939080282,98,29,133.2530487,1706.652344,169,2498472,66492421,1136408
12268,1,-777,525,287.3940838,53124.126710000004,230.486717,5.899278447,-2.220656008,1302,666,1500,1026.172934,11578.749759999999,107.60459909999999,8.133448399999999,834,-1198,265.6836112,59011.36621,1663,5286103,67393977,4517618
12269,1,-121,363,202.7438732,7231.825928,85.04014304,2.8485803780000003,-0.882703888,484,911,1088,1021.84789,1061.970459,32.58788823,1.556847546,177,-108,113.54466359999999,4135.525146,424,2630725,66827079,825113
12270,1,-3171,1808,535.7480751,262971.9287,512.8078866999999,26.57158446,-3.747557076,4979,58,2970,1064.461535,96277.11693999999,310.285541,23.91680197,2912,-4683,691.486352,463459.3896,6465,18369664,72517015,30601816
12271,1,80,232,158.9379301,949.6345215,30.8161406,-0.337640331,-0.089657965,152,970,1058,1020.23725,324.6657715,18.01848416,-0.119428182,88,89,141.3874884,499.64428710000004,99,1616721,66616579,1279387
12272,1,-494,414,221.47209900000001,21426.41187,146.3776344,6.965249411,-2.1964150769999997,908,892,1117,1022.615214,1768.8125,42.05725264,2.852482314,225,-89,169.132437,5558.746094,395,3139193,66927480,1830770
12273,1,-141,333,176.82556730000002,7944.264648,89.13060444,1.135648846,-0.8393834720000001,474,941,1068,1016.640746,667.3085937999999,25.83231685,-0.139560149,127,49,148.3410871,1569.482178,178,2001106,66147738,1408325
12274,1,-60,252,144.1694424,3488.468506,59.06325851,1.235377487,-0.905816662,312,941,1068,1024.523899,369.1005859,19.21199068,4.141022495,127,39,117.2332744,793.9118652000001,139,1330229,67177550,879593
12275,1,-121,222,139.65694580000002,3565.0,59.70762095,6.7347118120000005,-2.052487054,343,990,1078,1023.2066550000001,326.95092769999997,18.08178442,0.9150065409999999,88,79,153.497557,1201.905273,148,1248260,67004919,1507936
12276,1,-272,323,171.8331767,9605.9646,98.01002295,8.248125407,-2.626945306,595,921,1078,1020.855202,597.5273437999999,24.44437244,2.98789932,157,29,146.566218,1890.405273,218,1889705,66697302,1374826
12277,1,-131,282,132.53490109999998,4333.311522999999,65.8278932,2.201943453,-0.325447864,413,950,1078,1024.700398,666.765625,25.82180522,0.09967727900000001,128,39,143.8580029,1564.7773439999999,168,1124192,67200698,1324488
12278,1,-181,212,129.1035195,5165.15625,71.86902149,2.817089583,-1.321620461,393,990,1117,1025.5241039999999,498.0458984,22.31694196,2.96107174,127,89,149.598943,1009.058594,128,1066734,67308780,1432310
12279,1,-151,262,142.448675,5778.905272999999,76.01911124,2.751296628,-1.396106053,413,960,1088,1017.898847,493.8193359,22.22204617,1.045331772,128,59,159.3661272,1168.694336,158,1298664,66311556,1625444
12280,1,-80,262,151.8889911,6473.579834,80.45855973,0.144357823,-0.771270765,342,970,1107,1023.090264,568.2773437999999,23.83856841,1.7498453219999999,137,59,174.10112900000001,1543.8630369999998,218,1476497,66989676,1939917
12281,1,-464,373,180.23456940000003,13345.50684,115.52275459999998,10.16678751,-2.521914228,837,892,1068,1011.8210529999999,649.59375,25.487129100000004,6.290664842000001,176,89,170.79702869999997,1386.9023439999999,247,2079008,65522038,1866984
12282,1,-171,262,146.26938969999998,4368.562256,66.09510009,5.199921785,-1.519380441,433,980,1058,1018.117733,303.3427734,17.41673831,0.11841503199999999,78,59,166.325077,962.4287108999999,188,1369263,66340078,1770498
12283,1,-191,242,142.12582450000002,4908.881836,70.06341296,8.814961874,-2.584250088,433,980,1068,1020.6585039999999,323.53125,17.98697445,0.16299994199999998,88,118,169.8453341,486.7724609,99,1292784,66671602,1846236
12284,1,-242,414,165.5114233,7158.96875,84.61068934,11.74939465,-2.43953108,656,960,1127,1021.700589,537.5273437999999,23.18463594,5.478873256,167,89,167.1466889,944.5524902000001,158,1753218,66807814,1788033
12285,1,90,161,134.76617480000002,302.10522460000004,17.38117443,-0.599254652,-0.405482981,71,990,1049,1020.405235,125.47558590000001,11.20158855,0.20438538,59,128,154.96249550000002,220.3125,60,1162363,66638518,1536856
12286,1,70,171,130.8661649,505.1032715,22.4745027,-0.5575087329999999,-0.267633684,101,990,1049,1019.1468480000001,140.0720215,11.83520264,-0.016063771,59,138,175.025266,227.203125,69,1096061,66474259,1960566
12287,1,40,232,169.2549852,695.5898437999999,26.3740373,6.730298185,-1.4544136280000002,192,990,1058,1015.357434,218.15625,14.77011341,-0.513568876,68,99,150.7030399,426.5146484,99,1833424,65980846,1453530
12288,1,-626,1000,341.858272,100511.0662,317.03480279999997,1.8597167330000002,0.38904966799999996,1626,794,1490,1034.35426,11015.577879999999,104.9551232,5.088566956,696,-722,200.5271179,20681.0625,1078,7479493,68472879,2573512
12289,1,-515,656,185.1394745,16512.7334,128.5018809,11.84541542,-1.059669044,1171,764,1166,1014.0391619999999,2011.4509280000002,44.84920209,14.76279045,402,59,202.2800117,2249.667725,287,2193704,65809627,2618701
12290,1,60,313,170.98876059999998,1159.9648439999999,34.05825662,4.889049206,0.923344687,253,941,1068,1020.682255,659.0114746,25.6712188,1.418094165,127,108,152.2126391,377.1240234,90,1871178,66674705,1482796
12291,1,-171,545,157.088152,9090.725586,95.34529661,6.235868817,1.225236342,716,735,1313,1026.0098380000002,6678.625,81.72285482,5.36181746,578,-485,239.16106630000002,33841.57983,1019,1579308,67372556,3660673
12292,1,-121,757,209.94288659999998,19529.93921,139.7495589,7.529619964,2.255324919,878,656,1578,1041.438143,19569.40625,139.8906939,4.70728101,922,-584,196.919122,19529.913819999998,999,2820865,69413978,2481737
12293,1,0,515,176.70685469999998,5914.491211,76.90572938,5.514019076,1.692625875,515,764,1137,1023.5227769999999,3370.359375,58.05479631,5.9304695689999996,373,-257,181.7558458,6811.433594,544,1998420,67046328,2114252
12294,1,80,292,157.2162126,1755.217773,41.89531923,2.268604816,1.189172475,212,941,1147,1024.902511,1145.038086,33.8384114,2.74936694,206,118,162.85998590000003,853.3271483999999,139,1581884,67227210,1697496
12295,1,-404,1828,300.6815955,55749.454829999995,236.11322459999997,34.42010753,4.872506092,2232,411,2117,1028.4815640000002,33788.44702,183.8163405,20.97424124,1706,-801,207.5440842,19765.84546,1236,5786203,67697557,2756771
12296,1,50,252,177.4632004,594.1396484,24.37497997,10.46776252,-1.344985628,202,941,1058,1013.2044619999999,350.9677734,18.73413391,2.362442511,117,89,157.7651538,505.0693359,99,2015564,65701330,1592950
12297,1,101,313,199.5917709,1763.109375,41.98939598,0.28719076,0.560841706,212,862,1147,1014.490774,2832.584961,53.22203454,1.3787431980000002,285,0,123.9434095,1111.578125,198,2549560,65868258,983166
12298,1,121,232,177.98977319999997,522.5935059,22.86030415,0.041075457999999995,-0.065633652,111,980,1058,1016.261316,277.046875,16.64472514,0.027330051,78,108,168.9043738,639.6875,119,2027543,66098372,1825836
12299,1,121,232,180.6423435,523.4960938,22.88003701,0.21039477,-0.070741733,111,970,1039,1009.905186,218.75561519999997,14.79038929,0.11736727699999999,69,128,166.38838230000002,356.8710938,99,2088426,65274143,1771846
12300,1,121,202,173.5850386,337.76928710000004,18.37850068,1.0430850870000001,-1.077958037,81,980,1039,1011.0644679999999,161.95288090000003,12.72607091,0.356204776,59,148,178.894653,224.6638184,79,1928433,65424087,2048211
12301,1,-565,2989,501.4803398,204189.87399999998,451.87373679999996,21.87379261,4.002330829,3554,137,2588,1046.39536,93880.46777,306.3991968,10.56598838,2451,-1198,273.3439053999999,50841.81226,1772,16094882,70076368,4781881
12302,1,-1646,3919,579.1115232000001,287203.624,535.9138215,34.82391581,4.448955000000001,5565,-401,2823,1051.389312,115239.0095,339.4687166,15.4636116,3224,-1099,250.8408983,37927.52246,1663,21463690,70746847,4026954
12303,1,-525,2272,434.6100982,148371.7959,385.19059680000004,12.64950574,2.65530555,2797,176,1990,1045.050268,69819.49121000001,264.2337814,4.261039724,1814,-742,254.22686099999999,41957.52515,1286,12088700,69896324,4136403
12304,1,-525,2141,429.5546022,148784.3428,385.7257352,17.82569067,3.930459813,2666,284,1990,1068.798844,65146.453129999994,255.23803230000004,5.259187198,1706,-643,226.72171129999998,25997.36304,930,11809098,73109182,3289775
12305,1,-919,2909,505.6737307,222712.6052,471.92436389999995,17.83752143,3.522790252,3828,-137,2823,1085.637075,137155.7185,370.3454043,8.696768961,2960,-900,268.7488953,51453.95313,1325,16365179,75430903,4622462
12306,1,-1060,1626,402.7915481,140123.7646,374.33108960000004,6.227581164,0.25600847600000004,2686,-764,2176,1054.447034,161142.1384,401.4251343,9.586342775,2940,-1168,253.4223254,44421.1084,1544,10383426,71158947,4110264
12307,1,-101,565,231.5038472,6965.027344,83.45673935,6.68792649,0.8148236990000001,666,539,1558,1018.677919,18141.195069999998,134.68925369999997,6.337066152,1019,-148,160.6484419,3648.80835,445,3430018,66413101,1651707
12308,1,171,262,209.39593180000003,217.890625,14.76111869,2.300513787,0.7864579840000001,91,970,1039,1012.827624,252.17749019999997,15.8800973,0.240628733,69,108,143.3099787,178.0273438,60,2806186,65652467,1314416
12309,1,121,323,229.433133,1280.671875,35.78647615,1.654745076,0.373510192,202,833,1098,1005.255215,2114.130615,45.97967611,2.7276545039999998,265,39,133.9374854,835.5146484,149,3368932,64674435,1148112
12310,1,181,252,216.0576457,240.65625,15.513099300000002,-0.39960574600000004,0.016360252,71,970,1049,1010.372789,216.5388184,14.71525801,0.791924176,79,108,152.2013469,231.9335938,80,2987578,65334603,1482576
12311,1,90,414,217.48530840000004,1323.1188960000002,36.37470133,15.22638998,2.504281162,324,843,1058,1010.309235,1003.464844,31.67751322,13.51499809,215,19,157.3696385,580.0935059,169,3027191,65326384,1584973
12312,1,151,232,204.4396305,230.546875,15.18377012,0.928543415,-0.28155564899999996,81,980,1039,1009.2885880000001,172.50561519999997,13.134139300000001,-0.31403670300000003,59,108,148.513257,198.41308590000003,70,2674916,65194461,1411596
12313,1,191,262,226.2571477,391.36303710000004,19.78289759,-0.9650516840000001,0.222711255,71,980,1039,1007.7343089999999,157.31933590000003,12.5427005,-0.00315864,59,99,151.2981845,377.07592769999997,89,3276307,64993820,1465033
12314,1,151,414,236.0694085,1330.491943,36.47590908,10.48399663,2.487679736,263,852,1107,1006.650409,1340.4841310000002,36.61262256,8.444428535,255,49,137.8899017,746.4130859,149,3566641,64854083,1216872
12315,1,111,434,227.7574436,1522.3005369999998,39.01666999,11.685372000000001,1.8841513559999998,323,696,1107,1010.831225,2910.331787,53.94749102,15.69847234,411,39,139.33811169999998,948.8474120999999,188,3319901,65393905,1242567
12316,1,-272,636,259.3195423,10423.98438,102.0979156,12.71231346,-0.321687348,908,470,1666,1015.014909,22458.87866,149.86286619999998,9.540386515,1196,-356,164.7760791,6746.819336,712,4303784,65936337,1737674
12317,1,131,505,253.8682298,4966.441162,70.47298179,3.119741869,1.704853631,374,617,1245,999.5653664999999,12926.75952,113.6959081,1.6644959540000002,628,-158,161.0673869,4594.753662,415,4124741,63944379,1660333
12318,1,-292,2828,412.4970644,119507.7322,345.6989039,47.41037831,6.540339563,3120,343,2156,1035.090168,41250.092769999996,203.1011885,15.45580873,1813,-633,195.626238,18335.71484,1048,10889845,68570346,2449256
12319,1,151,363,230.2681182,2243.600586,47.36666112,0.414336524,0.748726742,212,823,1176,1020.5692960000001,4346.746094,65.92985738,0.67098319,353,59,141.02664860000002,2303.269287,198,3393498,66659948,1272865
12320,1,-424,3242,469.6322364,168584.6865,410.5906557,42.63327514,5.999704801,3666,0,2715,1038.736447,97573.60059,312.36773289999996,15.06765737,2715,-544,178.8883643,16034.35522,910,14115484,69054298,2048067
12321,1,-1666,4010,595.0528337999999,295357.3818,543.4679216,35.49966615,4.504817475,5676,-68,2803,1040.507561,99614.71851,315.61799460000003,16.59847652,2871,-693,187.66222150000002,16392.41187,1069,22661624,69289983,2253895
12322,1,161,353,228.4774332,998.7333983999999,31.60274353,3.790578379,1.369571331,192,862,1078,1004.017648,1290.046875,35.91722254,2.803406685,216,49,136.34520759999998,545.970459,119,3340924,64515292,1189761
12323,1,-676,3272,642.1433227000001,337383.3181,580.8470695,19.48398373,4.213451705,3948,147,2294,1065.043676,79717.40234,282.3427037,11.72465207,2147,-1039,292.1006087,71505.4978,1524,26390275,72596354,5460657
12324,1,-676,2020,496.45724580000007,176716.0349,420.37606370000003,6.802148947,1.678252581,2696,-49,1568,1051.827242,109619.1052,331.0877606,1.773776346,1617,-940,283.8325871,68184.375,1880,15774067,70805795,5155900
12325,1,-40,909,299.6850691,19826.09155,140.80515459999998,5.229333128,1.6254137659999999,949,245,1539,1035.145982,61345.16577000001,247.6795627,1.0061504940000001,1294,-198,157.1084418,12917.592770000001,821,5747913,68577741,1579716
12326,1,-585,2696,468.71426529999997,130030.2461,360.59706889999995,28.63645771,4.583135456,3281,421,2107,1055.3790490000001,52924.9375,230.0542056,6.336881564,1686,-762,208.3830607,35607.83496,1593,14060356,71284796,2779104
12327,1,-151,898,304.3549275,23174.96655,152.2332636,4.409103378,1.3681038369999998,1049,382,1519,1007.0053839999999,40199.256839999995,200.4975233,1.143981162,1137,-475,222.9866518,42189.349369999996,1158,5928443,64899830,3182275
12328,1,242,292,265.84288119999997,132.39746090000003,11.50640956,-0.42124261,0.006926164,50,980,1019,1002.7247960000001,106.126709,10.30178184,-0.9957898409999999,39,29,56.75385449,151.14746090000003,50,4523036,64349249,206144
12329,1,202,444,267.7843115,1929.913086,43.93077607,7.248164892999999,2.504274099,242,794,1127,1001.852308,4176.741943,64.62771807,3.0641638589999998,333,-138,57.59584403,1996.413086,217,4589340,64237315,212306
12330,1,232,303,262.68151459999996,185.532959,13.62104838,0.546964575,0.48986788299999995,71,970,1049,1008.4992179999999,219.01928709999999,14.79930022,0.547741142,79,-19,31.26974376,337.86499019999997,78,4416101,65092523,62579
12331,1,212,383,286.3987332,594.2614746,24.37747884,4.654868368,0.9457017590000001,171,843,1088,991.3403174,2098.670898,45.81125297,2.320931864,245,-89,27.17305651,602.5068359,148,5249551,62896360,47256
12332,1,232,343,274.8813949,415.265625,20.37806725,1.7503784430000002,0.976763895,111,882,1068,1002.722583,1041.474365,32.27188196,3.0889346210000004,186,-9,52.30036448,533.6657715,98,4835826,64348965,175061
12333,1,242,313,276.69946469999996,213.9960938,14.62860532,0.147962743,0.007757841,71,950,1039,1001.2584820000001,235.99584959999999,15.36215641,1.356797029,89,-9,26.10764974,188.63061519999997,68,4900006,64161187,43623
12334,1,242,292,268.4334182,98.4375,9.921567416,0.288737717,-0.44395827,50,970,1029,1001.562716,125.625,11.20825589,0.8995470409999999,59,-19,27.35730021,211.48608399999998,68,4611616,64200184,47899
12335,1,-1575,2707,493.9478243,170704.2712,413.16373419999996,22.46425155,1.739943073,4282,254,2235,1020.764167,45050.84155,212.2518352,17.93636577,1981,-1366,211.3853856,42037.96484,1742,15615005,66685407,2859762
12336,1,-1090,2242,553.1392795,233400.1719,483.115071,7.718555482,1.74880934,3332,274,1754,1049.789912,67165.92749,259.16390079999996,2.0135541569999997,1480,-1326,289.87200839999997,73717.18652,1890,19581636,70531767,5377650
12337,1,-1292,3121,651.8769415,323431.613,568.7104826000001,10.0727067,2.081111516,4413,274,2264,1033.324474,85182.90625,291.8611078,5.091306382,1990,-405,148.49058259999998,16146.89233,751,27196387,68336606,1411165
12338,1,161,424,250.3900395,1446.6560060000002,38.03493139,7.554885141000001,1.7974379969999998,263,794,1215,1009.323265,4023.5017090000006,63.43107842,4.099293858,421,-29,90.29690609,912.5849608999999,187,4012491,65198941,521826
12339,1,222,272,237.5952441,134.2773438,11.58781014,-0.057347174,0.556737085,50,980,1039,1008.3244300000001,150.09375,12.25127544,-0.179811754,59,69,98.87413084,196.578125,59,3612896,65069962,625670
12340,1,161,252,215.74829810000003,261.8395996,16.18145851,1.218087398,-0.771490305,91,970,1049,1011.9018679999999,212.47436519999997,14.57650045,1.171570864,79,99,125.5145659,230.30371090000003,69,2979029,65532505,1008250
12341,1,161,272,227.3237642,303.0380859,17.40798914,2.208474078,-0.684645898,111,980,1049,1009.7502939999999,189.91308590000003,13.78089569,0.49578396,69,79,109.36921409999998,216.484375,59,3307270,65254122,765544
12342,1,131,272,219.1461057,357.845459,18.91680361,6.316399078,-1.385266502,141,980,1058,1012.037001,233.00952149999998,15.26464941,0.15663164699999998,78,89,129.0314884,249.1210938,69,3073601,65550009,1065544
12343,1,-545,2292,439.4320375,161633.0818,402.03616969999996,11.20271813,2.30438632,2837,-245,2372,1058.8570339999999,123302.0898,351.14397310000004,6.414183187999999,2617,-1099,235.2019412,39432.13843,1514,12358433,71755406,3540477
12344,1,-858,2484,586.1234005,267321.5095,517.0314396000001,7.111851006,1.949771839,3342,-225,2431,1065.179108,100508.21,317.0302982,7.983191107000001,2656,-1306,263.3089025,62388.001710000004,1741,21986601,72614818,4437221
12345,1,20,474,249.7767441,5050.622803,71.06773391,2.097108189,0.638162074,454,627,1372,1021.851758,16460.27319,128.29759620000002,1.493872826,745,-89,118.3271419,5771.420897999999,405,3992859,66827585,896084
12346,1,191,292,223.21248280000003,428.75,20.70627924,2.265283917,1.299332266,101,931,1068,1014.3846189999999,590.0224609,24.29037795,2.733427898,137,29,98.15453377,364.2333984,109,3188724,65854474,616596
12347,1,191,323,227.03427599999998,383.7773438,19.59023593,7.606730529,1.769999686,132,911,1078,1012.480231,782.4599609,27.97248578,2.7365726510000004,167,-9,94.60964208,524.3181152,157,3298852,65607438,572863
12348,1,151,787,342.03163689999997,9923.755615,99.61804864,5.131110493,1.3892995559999999,636,460,1205,982.5959956,23472.9939,153.2089876,3.338683063,745,-247,95.22530848,8996.404053,464,7487081,61791673,580343
12349,1,-727,3191,662.9757726,363153.7344,602.6223812000001,9.840122741,2.673803188,3918,186,2686,1088.231528,134359.449,366.5507454,5.369451477999999,2500,-1554,410.7141836,161658.9861,2157,28130360,75791863,10795913
12350,1,-808,3191,607.0548137,310170.6541,556.9296671,19.43916107,4.067529653999999,3999,196,2372,1045.267497,57627.626710000004,240.05754869999998,15.80544404,2176,-1089,220.1741853,31580.73413,1554,23584995,69925385,3102507
12351,1,-585,1808,359.5530211,104991.1006,324.0233025,9.529938655,2.157650072,2393,637,1911,1029.451614,29164.964839999997,170.7775303,10.13757107,1274,-1445,300.1868689,50448.944339999995,1940,8273816,67825320,5767178
12352,1,-353,464,211.8657446,32371.07813,179.9196435,0.9446167209999999,-1.304370101,817,843,1235,1022.109568,6155.897461,78.45952753,0.977618703,392,-792,240.1505387,24605.131840000002,1435,2872774,66861310,3691026
12353,1,-1222,3616,624.0671163,320035.7498,565.7170227000001,19.81214513,3.4834689360000004,4838,127,1823,1039.0505660000001,68564.40601,261.848059,3.401160922,1696,-445,160.7104345,23035.381840000002,969,24925425,69096069,1652982
12354,1,-1333,3464,946.0942821000001,813396.6736,901.8850667000002,4.515608739,1.6534569559999999,4797,19,1705,1083.397831,164385.283,405.4445498,0.040518747,1686,-584,263.4510154,63790.80859,1247,57286041,75120055,4442012
12355,1,-1232,1414,436.5049398,94920.32715,308.09142660000003,10.34003559,-0.997002218,2646,-49,1490,1024.704363,104445.1162,323.1796965,0.505571832,1539,-574,218.3834071,46924.71484,1415,12194340,67201218,3052244
12356,1,-353,2616,623.1914207000001,242359.9724,492.3006931,9.141625832999999,2.7655334789999997,2969,-98,1725,1009.0646039999999,140476.6094,374.80209360000003,0.59010416,1823,-623,196.5436497,27386.78027,870,24855523,65165528,2472282
12357,1,-1464,3646,727.9832051,355640.2498,596.355808,14.28196296,2.501414568,5110,-137,2156,1043.504574,193009.9685,439.32899800000007,0.733856275,2293,-514,201.52748730000002,33117.5564,1058,33917411,69689715,2599253
12358,1,-2606,4131,1045.3174080000001,970723.8357,985.2531835000001,5.981665541,1.581008311,6737,-637,3225,1206.415695,441547.1658,664.4901547999999,1.82205644,3862,-1039,269.3008889,71896.40527,1741,69932063,93148085,4641470
12359,1,-1717,5101,719.3824717,460083.5115,678.294561,39.34769563,5.385070951,6818,19,2823,1083.086223,122546.8572,350.0669323999999,9.696100815,2804,-1564,343.6063791,102712.585,3306,33120713,75076849,7556182
12360,1,-2818,4959,970.882725,861717.4626,928.2873814999999,10.91724582,1.977704821,7777,-1401,4156,1154.759972,348724.4756,590.5289795,14.53469516,5557,-673,300.7523898,77858.95215,1544,60327249,85342118,5788928
12361,1,0,616,319.8256849,9872.46875,99.36029765,1.4861821709999998,0.524350774,616,519,1264,998.8344457000001,28676.10938,169.3402178,0.507561898,745,-178,75.13529464,5081.25,356,6546462,63850896,361300
12362,1,141,565,323.25565539999997,8723.311523,93.39866982,0.149310564,0.729252769,424,568,1411,1007.1309960000001,34089.08984,184.63230990000002,-0.069772056,843,-148,60.01028558,3116.5466309999997,316,6687630,64916022,230479
12363,1,-1373,2505,451.0565548,148688.7029,385.6017413,21.05974803,1.94082105,3878,107,2294,1068.7348980000002,95345.56934,308.7807788,6.606586196,2187,-1049,169.5342425,27544.050539999997,1286,13020929,73100434,1839479
12364,1,-2404,5111,763.227573,530951.8533,728.6644312000001,31.43695086,3.848632523,7515,-1578,4176,1152.674634,295450.0928,543.5532106,23.007526300000002,5754,-415,361.8496753,115466.0469,2979,37281045,85034164,8379852
12365,1,-1606,5111,762.545306,527940.9531,726.5954536,30.07104064,4.270980107,6717,-774,2676,1038.983285,136007.9392,368.79254219999996,12.92137265,3450,-396,366.7488071,106186.1084,2881,37214422,69087121,8608300
12366,1,-1323,5010,775.6362006,522272.4705,722.6842121000001,26.80539297,4.366339394,6333,-196,2107,1042.7624970000002,89165.30371000001,298.60559889999996,5.943967628999999,2303,-554,272.6570075,58934.828129999994,1841,38503137,69590632,4757878
12367,1,-868,969,379.02422,103415.23800000001,321.582397,1.92559381,0.025019082999999998,1837,647,1441,1081.115859,32055.714839999997,179.0410982,0.15188850199999998,794,-247,305.7677325,60698.95996,1118,9194199,74803936,5983610
12368,1,-666,989,278.4457981,38389.913089999995,195.93344040000002,8.318343465,-0.327957151,1655,588,1921,1089.686609,58842.663089999995,242.57506690000002,3.1925749569999997,1333,-1485,364.1653771,102149.8103,2207,4962052,75994682,8487451
