,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,P_A_F,P_A_V,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V
12329,1,202,444,267.7843115,1929.913086,43.93077607,7.248164892999999,2.504274099,242,794,1127,1001.852308,4176.741943,64.62771807,3.0641638589999998,-1.650987989,333,-138,57.59584403,1996.413086,217,301408.1166,4235946.105,4589340,64237315,212306,2.394044351,1.866993075
12330,1,232,303,262.68151459999996,185.532959,13.62104838,0.546964575,0.48986788299999995,71,970,1049,1008.4992179999999,219.01928709999999,14.79930022,0.547741142,-0.441606915,79,-19,31.26974376,337.86499019999997,78,320403.6395,4148981.912,4416101,65092523,62579,2.924610685,2.910145883
12331,1,212,383,286.3987332,594.2614746,24.37747884,4.654868368,0.9457017590000001,171,843,1088,991.3403174,2098.670898,45.81125297,2.320931864,-1.041876872,245,-89,27.17305651,602.5068359,148,400997.0201,3912530.922,5249551,62896360,47256,2.787212655,2.143634181
12332,1,232,343,274.8813949,415.265625,20.37806725,1.7503784430000002,0.976763895,111,882,1068,1002.722583,1041.474365,32.27188196,3.0889346210000004,-1.116610987,186,-9,52.30036448,533.6657715,98,307121.7558,4307067.364,4835826,64348965,175061,2.861922748,2.175988937
12333,1,242,313,276.69946469999996,213.9960938,14.62860532,0.147962743,0.007757841,71,950,1039,1001.2584820000001,235.99584959999999,15.36215641,1.356797029,-0.666068081,89,-9,26.10764974,188.63061519999997,68,328935.5076,4149175.414,4900006,64161187,43623,2.783719531,2.657998865
12334,1,242,292,268.4334182,98.4375,9.921567416,0.288737717,-0.44395827,50,970,1029,1001.562716,125.625,11.20825589,0.8995470409999999,-0.493372992,59,-19,27.35730021,211.48608399999998,68,296618.8391,4224145.175,4611616,64200184,47899,3.113683528,3.2390490260000004
12335,1,-1575,2707,493.9478243,170704.2712,413.16373419999996,22.46425155,1.739943073,4282,254,2235,1020.764167,45050.84155,212.2518352,17.93636577,2.1208795719999998,1981,-1366,211.3853856,42037.96484,1742,476312.3867,4530000.103999999,15615005,66685407,2859762,3.275251698,3.370210293
12336,1,-1090,2242,553.1392795,233400.1719,483.115071,7.718555482,1.74880934,3332,274,1754,1049.789912,67165.92749,259.16390079999996,2.0135541569999997,-0.38672991100000004,1480,-1326,289.87200839999997,73717.18652,1890,7166632.783,7621176.357000001,19581636,70531767,5377650,3.095188823,2.748814257
12337,1,-1292,3121,651.8769415,323431.613,568.7104826000001,10.0727067,2.081111516,4413,274,2264,1033.324474,85182.90625,291.8611078,5.091306382,0.5790545579999999,1990,-405,148.49058259999998,16146.89233,751,3977364.8680000002,5330291.527,27196387,68336606,1411165,3.151670997,3.112440442
12338,1,161,424,250.3900395,1446.6560060000002,38.03493139,7.554885141000001,1.7974379969999998,263,794,1215,1009.323265,4023.5017090000006,63.43107842,4.099293858,-0.571919384,421,-29,90.29690609,912.5849608999999,187,300290.6718,4498317.265,4012491,65198941,521826,2.748902319,2.027809276
12339,1,222,272,237.5952441,134.2773438,11.58781014,-0.057347174,0.556737085,50,980,1039,1008.3244300000001,150.09375,12.25127544,-0.179811754,-0.133894713,59,69,98.87413084,196.578125,59,233977.0943,4279815.558999999,3612896,65069962,625670,3.03122497,2.7943632789999997
12340,1,161,252,215.74829810000003,261.8395996,16.18145851,1.218087398,-0.771490305,91,970,1049,1011.9018679999999,212.47436519999997,14.57650045,1.171570864,0.353855706,79,99,125.5145659,230.30371090000003,69,198003.6596,4201405.365,2979029,65532505,1008250,2.8318281460000003,3.154949217
12341,1,161,272,227.3237642,303.0380859,17.40798914,2.208474078,-0.684645898,111,980,1049,1009.7502939999999,189.91308590000003,13.78089569,0.49578396,0.533226135,69,79,109.36921409999998,216.484375,59,195787.9122,4245924.688,3307270,65254122,765544,3.158544927,2.979981625
12342,1,131,272,219.1461057,357.845459,18.91680361,6.316399078,-1.385266502,141,980,1058,1012.037001,233.00952149999998,15.26464941,0.15663164699999998,0.47229915100000003,78,89,129.0314884,249.1210938,69,228555.9062,4185518.1539999996,3073601,65550009,1065544,2.978659275,2.767943587
12343,1,-545,2292,439.4320375,161633.0818,402.03616969999996,11.20271813,2.30438632,2837,-245,2372,1058.8570339999999,123302.0898,351.14397310000004,6.414183187999999,0.751276556,2617,-1099,235.2019412,39432.13843,1514,4593241.708000001,6445871.4860000005,12358433,71755406,3540477,2.889515092,3.082088094
12344,1,-858,2484,586.1234005,267321.5095,517.0314396000001,7.111851006,1.949771839,3342,-225,2431,1065.179108,100508.21,317.0302982,7.983191107000001,0.545789714,2656,-1306,263.3089025,62388.001710000004,1741,6064795.206,6594638.651000001,21986601,72614818,4437221,3.091124895,3.0744800289999996
12345,1,20,474,249.7767441,5050.622803,71.06773391,2.097108189,0.638162074,454,627,1372,1021.851758,16460.27319,128.29759620000002,1.493872826,-0.483272008,745,-89,118.3271419,5771.420897999999,405,348699.9786,5421901.022000001,3992859,66827585,896084,2.68096096,2.273001975
12346,1,191,292,223.21248280000003,428.75,20.70627924,2.265283917,1.299332266,101,931,1068,1014.3846189999999,590.0224609,24.29037795,2.733427898,-1.203526833,137,29,98.15453377,364.2333984,109,211340.348,4327267.944,3188724,65854474,616596,2.9505115460000004,2.835178845
12347,1,191,323,227.03427599999998,383.7773438,19.59023593,7.606730529,1.769999686,132,911,1078,1012.480231,782.4599609,27.97248578,2.7365726510000004,-1.018046899,167,-9,94.60964208,524.3181152,157,223765.6779,4258675.209,3298852,65607438,572863,2.992753048,2.277339105
12348,1,151,787,342.03163689999997,9923.755615,99.61804864,5.131110493,1.3892995559999999,636,460,1205,982.5959956,23472.9939,153.2089876,3.338683063,-1.562267061,745,-247,95.22530848,8996.404053,464,934236.0531,4292676.473999999,7487081,61791673,580343,2.5265135919999997,2.1086776919999997
12349,1,-727,3191,662.9757726,363153.7344,602.6223812000001,9.840122741,2.673803188,3918,186,2686,1088.231528,134359.449,366.5507454,5.369451477999999,1.078415799,2500,-1554,410.7141836,161658.9861,2157,6274980.477000001,7187553.665,28130360,75791863,10795913,2.971539266,3.0474157689999997
12350,1,-808,3191,607.0548137,310170.6541,556.9296671,19.43916107,4.067529653999999,3999,196,2372,1045.267497,57627.626710000004,240.05754869999998,15.80544404,2.27965228,2176,-1089,220.1741853,31580.73413,1554,3697178.307,5088991.868,23584995,69925385,3102507,3.075829658,3.070881673
12351,1,-585,1808,359.5530211,104991.1006,324.0233025,9.529938655,2.157650072,2393,637,1911,1029.451614,29164.964839999997,170.7775303,10.13757107,1.98888297,1274,-1445,300.1868689,50448.944339999995,1940,3346340.58,6225271.816000001,8273816,67825320,5767178,2.81006125,2.88789513
12352,1,-353,464,211.8657446,32371.07813,179.9196435,0.9446167209999999,-1.304370101,817,843,1235,1022.109568,6155.897461,78.45952753,0.977618703,-0.373920098,392,-792,240.1505387,24605.131840000002,1435,192896.6519,4470597.355,2872774,66861310,3691026,1.8047805780000001,2.328672115
12353,1,-1222,3616,624.0671163,320035.7498,565.7170227000001,19.81214513,3.4834689360000004,4838,127,1823,1039.0505660000001,68564.40601,261.848059,3.401160922,-0.35918302399999996,1696,-445,160.7104345,23035.381840000002,969,3673391.272,6047163.157000001,24925425,69096069,1652982,3.1129422260000004,2.8468880889999997
12354,1,-1333,3464,946.0942821000001,813396.6736,901.8850667000002,4.515608739,1.6534569559999999,4797,19,1705,1083.397831,164385.283,405.4445498,0.040518747,-0.6754577540000001,1686,-584,263.4510154,63790.80859,1247,14436545.77,9138548.053,57286041,75120055,4442012,2.759462702,2.6656762130000002
12355,1,-1232,1414,436.5049398,94920.32715,308.09142660000003,10.34003559,-0.997002218,2646,-49,1490,1024.704363,104445.1162,323.1796965,0.505571832,-0.946261472,1539,-574,218.3834071,46924.71484,1415,1316905.394,9796499.791000001,12194340,67201218,3052244,3.218396213,2.309081705
12356,1,-353,2616,623.1914207000001,242359.9724,492.3006931,9.141625832999999,2.7655334789999997,2969,-98,1725,1009.0646039999999,140476.6094,374.80209360000003,0.59010416,-0.666646554,1823,-623,196.5436497,27386.78027,870,1971327.896,7544527.145,24855523,65165528,2472282,2.797052566,1.7405755930000002
12357,1,-1464,3646,727.9832051,355640.2498,596.355808,14.28196296,2.501414568,5110,-137,2156,1043.504574,193009.9685,439.32899800000007,0.733856275,-0.495080952,2293,-514,201.52748730000002,33117.5564,1058,4250949.461,12951517.06,33917411,69689715,2599253,3.228795593,2.246640714
12358,1,-2606,4131,1045.3174080000001,970723.8357,985.2531835000001,5.981665541,1.581008311,6737,-637,3225,1206.415695,441547.1658,664.4901547999999,1.82205644,0.216786555,3862,-1039,269.3008889,71896.40527,1741,21344302.08,20568552.95,69932063,93148085,4641470,2.907955266,2.7558389830000003
12359,1,-1717,5101,719.3824717,460083.5115,678.294561,39.34769563,5.385070951,6818,19,2823,1083.086223,122546.8572,350.0669323999999,9.696100815,1.793099126,2804,-1564,343.6063791,102712.585,3306,6186306.929,7232933.493,33120713,75076849,7556182,3.289408962,3.158757043
12360,1,-2818,4959,970.882725,861717.4626,928.2873814999999,10.91724582,1.977704821,7777,-1401,4156,1154.759972,348724.4756,590.5289795,14.53469516,1.431470227,5557,-673,300.7523898,77858.95215,1544,11097301.36,6787801.856000001,60327249,85342118,5788928,3.2107276989999995,3.271042347
12361,1,0,616,319.8256849,9872.46875,99.36029765,1.4861821709999998,0.524350774,616,519,1264,998.8344457000001,28676.10938,169.3402178,0.507561898,-1.024828481,745,-178,75.13529464,5081.25,356,499669.0018,5941122.352999999,6546462,63850896,361300,2.707542713,1.859003565
12362,1,141,565,323.25565539999997,8723.311523,93.39866982,0.149310564,0.729252769,424,568,1411,1007.1309960000001,34089.08984,184.63230990000002,-0.069772056,-0.6677661189999999,843,-148,60.01028558,3116.5466309999997,316,689499.4263,5544049.54,6687630,64916022,230479,2.341047229,2.213954583
12363,1,-1373,2505,451.0565548,148688.7029,385.6017413,21.05974803,1.94082105,3878,107,2294,1068.7348980000002,95345.56934,308.7807788,6.606586196,1.2193221220000001,2187,-1049,169.5342425,27544.050539999997,1286,681236.6072,7050036.279,13020929,73100434,1839479,3.119841142,2.936336786
12364,1,-2404,5111,763.227573,530951.8533,728.6644312000001,31.43695086,3.848632523,7515,-1578,4176,1152.674634,295450.0928,543.5532106,23.007526300000002,1.3638155859999999,5754,-415,361.8496753,115466.0469,2979,1883117.9230000002,3767890.6569999997,37281045,85034164,8379852,3.2737712660000002,3.2783641539999997
12365,1,-1606,5111,762.545306,527940.9531,726.5954536,30.07104064,4.270980107,6717,-774,2676,1038.983285,136007.9392,368.79254219999996,12.92137265,-0.028177202999999998,3450,-396,366.7488071,106186.1084,2881,6453716.286,2879307.434,37214422,69087121,8608300,3.34783467,3.23099143
12366,1,-1323,5010,775.6362006,522272.4705,722.6842121000001,26.80539297,4.366339394,6333,-196,2107,1042.7624970000002,89165.30371000001,298.60559889999996,5.943967628999999,-0.19695982,2303,-554,272.6570075,58934.828129999994,1841,13665782.82,6347517.279,38503137,69590632,4757878,3.336640956,3.1537151939999997
12367,1,-868,969,379.02422,103415.23800000001,321.582397,1.92559381,0.025019082999999998,1837,647,1441,1081.115859,32055.714839999997,179.0410982,0.15188850199999998,-0.419020264,794,-247,305.7677325,60698.95996,1118,3495345.213,7140373.016,9194199,74803936,5983610,2.475078302,1.720972729
12368,1,-666,989,278.4457981,38389.913089999995,195.93344040000002,8.318343465,-0.327957151,1655,588,1921,1089.686609,58842.663089999995,242.57506690000002,3.1925749569999997,1.4899852919999999,1333,-1485,364.1653771,102149.8103,2207,407288.1034,5216959.233,4962052,75994682,8487451,2.9965804769999997,2.831562985
12369,1,-1696,1434,439.29168839999994,129630.5898,360.0424834,13.52405441,-2.477201973,3130,-107,2372,1048.5185529999999,127380.0225,356.90337969999996,4.449334683,-0.239560821,2479,-425,153.440695,21841.195069999998,880,1319353.6770000001,9270827.326,12350540,70361034,1506819,3.156938256,2.5578568390000003
12370,1,-1282,4060,598.2199767999999,288030.8201,536.6850287,37.20061211,5.162409884,5342,29,1813,1053.757458,81638.32715,285.7242152,2.051087309,-0.268719892,1784,-811,211.80924500000003,34605.26465,1731,4191344.561,7386899.54,22903497,71065906,2871242,3.3032358939999997,2.9611173689999997
12371,1,-2666,3505,689.8530641,438030.5225,661.8387435,14.88330295,1.48534002,6171,-2833,4784,1282.153681,603263.0469,776.700101,16.33437239,0.263057525,7617,-2544,371.17269819999996,132809.9314,2959,2127003.251,7122735.954,30457424,105210756,8817227,3.135298685,3.3094224569999997
12372,1,-4575,5121,908.6380433,816633.6836,903.6778649,23.15132979,0.490687899,9696,-4774,4588,1293.858758,826146.0486,908.9257662999999,25.27929958,-2.83066755,9362,-1000,658.0615948,388813.7148,5683,1241207.785,2537223.126,52839878,107140511,27714884,3.263913155,3.263286593
12373,1,-3323,5131,1237.3903990000001,1417502.804,1190.589267,9.353543688,2.049529196,8454,-3392,4774,1551.436784,1309634.374,1144.3925789999998,7.551988005,0.12478676300000001,8166,-1356,343.3780715,108505.5615,2019,2846724.347,6878460.86,97992640,154045190,7546144,3.178826555,3.104850283
12374,1,-1232,2676,530.7126547,218615.697,467.5635754,14.09263333,2.739402488,3908,411,1529,1035.358551,46969.27515,216.7239607,1.4032216830000002,-0.7741727740000001,1118,-247,189.9525023,24019.736080000002,1048,4721185.673,6977490.955,18025979,68605909,2309245,3.320177917,2.731250653
12375,1,-2575,3070,757.4568882,526257.8037,725.4362851,10.6685769,-0.06932079299999999,5645,313,2392,1055.3157410000001,100271.5898,316.65689610000004,4.568902796000001,0.765409656,2079,-1089,264.19754680000005,61456.663089999995,1702,4770813.473999999,7997192.274,36719420,71276244,4467222,2.8690360389999996,2.7942161739999998
12376,1,-2525,4979,1009.963056,941974.9844,970.5539574999999,11.25955912,2.595340145,7504,-666,3166,1172.626659,315311.7148,561.526237,6.420147813,1.570930173,3832,-1930,412.1320518,167577.24,2405,9519152.636,9918158.142,65281624,88003410,10870581,3.140381386,3.1160492719999997
12377,1,-1353,5090,707.4274146,468518.74,684.4842876,38.88200729,5.537125543999999,6443,-1333,2882,1121.521567,239666.5615,489.55751610000004,9.309631083,-0.76756444,4215,-1386,286.36850710000004,60255.28101,2346,3473942.9689999996,5900151.179,32029027,80499880,5248443,3.332134257,3.205506017
12378,1,-5000,5151,1215.049555,1410705.381,1187.73119,11.83720387,0.8057736109999999,10151,-4911,4745,1501.247252,1270980.882,1127.377879,12.75791933,-1.22487962,9656,-2871,593.9080842,332819.3662,4672,11432058.16,10066154.0,94486107,144239572,22574516,3.1518707989999997,3.098515261
12379,1,-1232,5111,791.7401227000001,597616.7654,773.0567672000001,23.71776458,3.852452493,6343,-2441,4637,1319.242201,811555.8044,900.8639212000002,7.961673595,-0.608316636,7078,-1099,359.6302789,99068.81152,1980,15949362.29,19129061.46,40118555,111385599,8277372,3.03056221,3.2742938710000002
12380,1,-3404,5131,1116.028603,1169963.578,1081.6485460000001,10.24542175,1.6528369090000001,8535,-4911,4784,1564.121174,1468075.871,1211.641808,10.40835915,-1.280982201,9695,-2237,471.83680310000005,203594.5928,3306,9409737.582,9990933.055,79713270,156574403,14248318,3.1371590460000003,3.088190963
12381,1,-1494,5101,788.1556299,601959.4079999999,775.8604307,23.97846228,3.7893939530000003,6595,-3666,4715,1324.232779,816780.1912,903.7589231000001,12.753501,-0.96790516,8381,-1514,385.9822089,115223.9451,2108,8626034.563,12990099.19,39756115,112229917,9534865,3.2813484330000002,3.192440069
12382,1,-1363,4979,1042.926606,926041.6523,962.3105800000001,11.10435184,2.82165102,6342,-176,3372,1224.191557,345168.9688,587.5108244,5.5048900839999995,1.423408606,3548,-2633,650.9679572000001,419207.249,3840,25052891.96,13776136.4,69612538,95913278,27120594,2.9083570389999998,3.016671229
12383,1,-1212,2303,463.34132939999995,172711.4219,415.5856372,10.03359561,1.271787962,3515,372,2225,1040.84286,81947.11499,286.2640651,7.226026407000001,2.035904737,1853,-1920,509.6797095,241311.3906,3217,3179703.854,4966348.355,13739852,69334647,16625498,3.0422287710000004,3.11074638
12384,1,-4010,5070,1068.51708,1103691.562,1050.567257,12.74951941,1.164706775,9080,-2764,4029,1212.774138,509655.3318,713.9014861,15.28035993,-0.710510548,6793,-2297,437.37030219999997,166761.3906,3544,1359265.471,5154060.907,73070640,94132551,12242738,2.9096357210000003,3.1046543769999997
12385,1,-898,4909,688.4017609,433903.2341,658.7133171,38.09851116,5.511858131,5807,-401,4186,1141.01998,252198.2773,502.1934661,22.923062100000003,3.339448198,4587,-2891,490.13367120000004,227982.7517,3504,5361442.615,9588298.638,30329407,83323302,15374785,3.3464286569999997,3.3285401230000002
12386,1,-4949,5151,982.407335,937417.5291,968.2032478,20.35584268,-0.23776034,10100,-4892,4774,1404.418607,1070188.476,1034.499142,18.43040829,-1.354797742,9666,-4920,1028.534189,1045187.627,9593,4123607.29,7842216.994,61767947,126233064,67704485,3.36236942,3.263894425
12387,1,-717,2232,538.9037194,192350.3818,438.5776805,4.857268845,1.313295383,2949,-78,2323,1099.7866199999999,147052.8357,383.4746872,2.375708143,-0.416702365,2401,-1069,270.6189953,72958.76929,1474,6345332.975,10777363.0,18586702,77409959,4687017,2.7915804860000004,2.362834565
12388,1,-2060,1676,437.27478130000003,138560.4978,372.2371526,23.89019966,-2.35948321,3736,176,2205,1033.357868,40361.16772,200.90089030000001,22.17853731,1.753666617,2029,-217,164.1209063,5733.581787,672,507232.959,4648308.334,12237391,68341023,1723883,3.216822788,2.872451577
12389,1,-767,878,369.8764785,70799.75952,266.082242,2.071377863,-0.5551767879999999,1645,480,1431,1032.526203,38072.79077,195.122502,0.994222423,-0.926266707,951,-712,151.8596186,23048.65234,969,1307407.996,6568654.656,8755751,68231063,1475926,2.857745713,1.9521227980000002
12390,1,-90,676,176.9162054,9616.78125,98.06518878,11.51598053,1.965591312,766,960,1245,1025.6347119999998,1429.6835939999999,37.811157,16.87911166,3.542599586,285,0,182.9295886,2228.195068,277,74069.54147000001,4573543.966,2003158,67323300,2141647,3.3084309039999997,3.171265356
12391,1,-757,3353,671.26385,312490.0156,559.008064,14.9960571,3.485482378,4110,166,1901,1023.4953210000001,116227.2009,340.92110660000003,0.374990459,-0.389747346,1735,-475,181.82550869999997,31421.531010000002,1148,819011.9187,5704140.656,28838090,67042731,2115873,2.795235129,2.2779177969999997
12392,1,-1686,727,414.37134239999995,89343.57788,298.903961,27.04323559,-4.309435239,2413,264,2009,1045.616505,77753.8125,278.8437062,1.9951320819999998,-0.149016339,1745,-514,162.5525396,26328.570069999998,959,1836698.2480000001,6995946.668,10989031,69972088,1691093,3.119185693,2.533881161
12393,1,-212,2191,457.7867442,78264.38647,279.7577282,26.04422338,4.200548014,2403,-137,1823,1050.525018,156752.1836,395.91941549999996,0.10490980800000001,-0.618353657,1960,-514,176.16070430000002,26049.11621,870,1517907.47,9523781.867999999,13412397,70630580,1986086,3.289339865,1.9564769309999999
12394,1,-2060,3303,671.5602402000001,377246.9648,614.2043348,11.61697814,1.4388299690000002,5363,-333,2068,1042.724459,245554.0603,495.53411619999997,0.13530698900000002,-0.279383338,2401,-792,187.3686623,35098.109130000004,1168,3636663.163,10603121.18,28863562,69585555,2246849,3.2477234839999998,2.731381602
12395,1,-2797,5030,1113.672683,1178312.522,1085.501047,7.418358201,1.397141491,7827,-1029,4117,1213.026297,458421.9998,677.0686817000001,6.947851909,1.069765992,5146,-1257,363.44093399999997,120700.4209,2068,11235453.4,12298075.08,79377078,94171699,8453716,2.980144568,3.216584876
12396,1,-2737,5060,796.7900151,561272.3337,749.1811088,27.22972877,3.0265587939999996,7797,-156,2843,1097.384789,223534.5273,472.7943817,3.1685932880000003,0.077192539,2999,-732,333.8443687,101620.1006,2840,1739597.427,8983360.776,40631957,77072216,7132932,3.2517964160000004,3.064835369
12397,1,-808,2626,543.4736222999999,197912.2986,444.8733512,13.70769673,2.791339606,3434,-58,2598,1072.4291640000001,202341.2178,449.82354069999997,1.520007137,0.156189367,2656,-465,201.756157,40526.23804,1286,2763173.662,8825852.04,18903269,73606676,2605155,3.180220305,2.687618364
12398,1,-1343,3606,645.6522381,305394.2969,552.6249152,18.82991672,3.085573295,4949,88,2176,1044.134121,208201.6006,456.2911358,-0.060594842999999995,-0.048129759,2088,-554,184.4894983,33896.83984,979,4358578.364,9967332.875,26679476,69773828,2178328,3.004615124,2.174156322
12399,1,-1434,2616,613.5956654,231540.9763,481.1870492,10.06447222,1.408661399,4050,-147,2137,1083.04528,269210.0642,518.8545694000001,-0.48252430700000004,-0.254835898,2284,-495,189.426107,35163.33984,970,3458788.167,13837444.7,24095977,75071173,2296464,3.30625078,1.9920304
12400,1,151,929,423.4142291,22772.83179,150.9066989,2.381508006,1.408361719,778,-156,1803,1051.3941929999999,174687.1875,417.9559636,0.09983051400000001,-0.627534734,1959,-425,157.22018799999998,23143.08984,623,1503478.511,10971334.14,11473895,70747504,1581964,2.46741938,2.021992022
12401,1,-1505,4121,783.6520772000001,495225.6931,703.7227387999999,13.22602205,2.672299606,5626,-107,2009,1076.4170960000001,177614.4685,421.4433159,0.699181677,-0.36001407700000004,2116,-1168,310.8469026,95056.89429,2029,9750838.033,10691395.01,39303077,74155121,6184051,3.029227337,2.684844946
12402,1,80,1343,434.56670230000003,46742.780269999996,216.2007869,8.478604286,2.527774518,1263,-49,1598,1026.254134,117957.44699999999,343.4493369,1.034606723,-0.8974401479999999,1647,-415,176.63225390000002,31084.39624,900,2629549.324,8183230.329,12086286,67404643,1996733,2.552941954,1.6511371719999999
12403,1,-2727,5121,931.5529960000001,743897.9841,862.4952082000001,15.44864241,2.301250709,7848,-2568,4588,1214.970775,611457.4099,781.9574221,11.37629563,0.110211641,7156,-366,216.67004,41311.52734,1573,3678841.7389999996,11837924.53,55538623,94473855,3004538,3.2290938510000005,3.248172255
12404,1,-1585,1444,491.2910447,184178.6521,429.16040369999996,5.9058067229999995,-0.35544242600000003,3029,343,1588,1108.8006890000001,73007.57813,270.1991453,0.8370764890000001,-0.658343135,1245,-920,373.5615327,93215.65625,2048,2379755.921,5372117.741,15447481,78684094,8931086,2.3287859,1.384998323
12405,1,101,505,289.63204029999997,5311.621094,72.88086919,1.006824006,0.751836733,404,656,1235,1018.5320630000001,16802.5,129.6244576,0.08279895,-0.5676940420000001,579,-247,98.25524795,9525.413086,534,434263.9452,5063248.84,5368750,66394084,617862,2.316185321,1.764244362
12406,1,181,515,329.7687874,4791.587646,69.22129475,0.11511023199999999,0.52451718,334,656,1264,1003.591714,19129.26538,138.3085875,-0.628735167,-0.223825192,608,-346,114.4389166,9962.015381000001,524,674951.6502,4644555.7639999995,6959837,64460565,838161,2.3851236730000003,2.153657762
12407,1,-1959,2919,676.1386345,358380.9275,598.6492525,11.01573977,1.567490635,4878,39,1990,1081.068532,182256.7244,426.9153597,-0.30300933399999996,-0.31118707100000004,1951,-841,206.9631987,40934.71265,1108,5983454.141,10302295.94,29258461,74797387,2741361,3.208589556,2.188812671
12408,1,-1616,3242,677.0887474,381815.3611,617.9120982000001,8.410572828,1.780454116,4858,-1078,2931,1108.658853,367505.3982,606.222235,5.023136619,0.179720112,4009,-653,284.2759993,72952.91309,1940,4093131.2739999997,5738625.177999999,29340747,78663965,5172022,2.9553462969999997,3.017359337
12409,1,-1323,2929,480.34120360000003,197700.2888,444.6350063,22.23548065,3.1708040439999996,4252,254,3127,1075.853745,109461.2021,330.84921360000004,23.29277595,3.642704303,2873,-1752,307.42483839999994,80659.68359,2445,1993230.711,6893321.186000001,14766571,74077522,6048642,3.133379228,3.257857806
12410,1,-2151,4000,730.0784204,473356.4375,688.0090388,15.25179486,2.440351943,6151,-88,2735,1081.322057,122376.7048,349.82381969999994,8.833364274,1.055179297,2823,-1564,337.3888937,101817.0505,2395,9287752.014,8118297.004,34112928,74832473,7285201,3.3592455039999995,3.220551102
12411,1,-303,1949,358.1408373,81737.02124,285.89687169999996,19.08509673,3.279754397,2252,490,1450,1032.349633,27289.232180000003,165.1945283,1.685464452,-0.32506851600000003,960,-19,121.0080705,3009.30835,217,2530421.15,5486657.153,8208951,68207729,937149,2.914853332,2.822732254
12412,1,-393,2959,496.135267,211942.5447,460.3721806,20.92008033,4.145029139,3352,0,1862,1054.410558,87637.625,296.03652650000004,3.656030513,-1.12888109,1862,-297,242.6370747,45690.83984,1227,8579206.395,8717427.711000001,15753613,71154024,3767856,2.784807947,2.794463822
12413,1,-10,505,242.6521108,6717.769287,81.96199904,2.3208420380000003,0.843718367,515,549,1245,1016.6956970000001,13601.70288,116.6263387,3.6768574939999996,-1.673636269,696,-257,141.0260947,10452.05835,544,351085.0154,4419820.249,3768323,66154889,1272855,2.822274342,2.128616861
12414,1,-242,636,244.8736281,12792.68359,113.10474609999999,8.758949436,-1.107344878,878,470,1274,1012.9852699999999,17495.55859,132.27077759999997,4.375411958,-1.531708091,804,-227,139.8909732,11959.64819,702,249986.7002,4371664.069,3837638,65672906,1252447,3.125181742,2.448727929
12415,1,-353,3212,457.85747649999996,160127.2188,400.1589918,45.84482271,6.390829535,3565,411,2656,1043.403722,62364.04077000001,249.7279335,27.25346922,4.005585967,2245,-1118,250.98997740000001,44414.87109,1751,1955068.7759999998,5137689.739,13416542,69676245,4031742,3.3822746789999996,3.3114579710000003
12416,1,-1181,2848,621.1498662,327142.0938,571.9633675,8.584865546,2.09917715,4029,343,2029,1108.760886,85487.03101,292.381653,1.649176864,0.21718557800000002,1686,-950,320.57004889999996,80171.30859,1643,11191378.43,7946221.4520000005,24692938,78678445,6576970,2.84418709,2.796830201
12417,1,-939,2616,642.0143958,300198.1365,547.9034007,8.296347761,2.05208986,3555,147,1666,995.1040775,91705.86621000001,302.8297644,0.379774854,-0.498131714,1519,-405,184.7979894,33698.07007,989,10769377.07,5029654.415,26379679,63374856,2185619,2.814069465,2.781637022
12418,1,-1757,3616,888.7596606000001,650379.8123,806.4612900000001,7.000769915,1.817856324,5373,-215,2166,1049.746725,174659.37399999998,417.9226891,1.4811416769999999,-0.772614378,2381,-920,325.70356539999995,96107.79688,1959,5139957.159,8880877.604,50553199,70525964,6789300,3.0221575830000003,2.695892984
12419,1,-1747,4111,1031.533105,902242.9138,949.8646818,6.474096358,1.9213192669999999,5858,-568,2588,1127.7324800000001,312390.906,558.9194092,1.433552519,0.131816245,3156,-910,325.2050555,105561.8904,2335,6497664.317000001,12250208.59,68099875,81393955,6768533,3.070081768,2.805778793
12420,1,-1111,2202,587.5918146,286207.5466,534.9836882000001,5.4103158360000005,1.251117279,3313,264,1666,1087.401849,71856.13184,268.05994080000005,1.41773415,-0.44431893,1402,-881,298.7037883,66257.4978,1722,5282271.452,7799542.755,22096905,75676338,5710333,2.703447454,2.026666189
12421,2,-2929,1141,706.5031293999999,350066.2224,591.6639438,7.98281645,-2.350169139,4070,352,1441,974.8693902999998,81775.45288,285.9640762,-0.593600596,-0.199389223,1089,-574,440.52529010000006,78100.99902,2385,11049972.46,8211907.572000001,31945387,60823701,12420002,3.025090834,2.480870653
12422,2,-5010,2232,1329.869143,1706192.483,1306.213031,5.8536747170000005,-1.93323313,7242,-1764,4598,1456.253707,1212376.513,1101.0797029999999,1.399487973,0.203756744,6362,-2821,664.3553737000001,388998.6006,4296,13680870.0,20551731.15,113187324,135723191,28247556,3.1759492480000002,3.05572574
